xi,xj,LLM_model,prompt_id
She sketched the,sketched lines paper had pencil sketch part house went beginning walked house showing room went,GPT-Neo,268
The clock ticked,clock ticked thing noticed clock ticking middle conversation friend thinking time going hospital thinking,BLOOM,372
As she walked,walked room saw man mirror wearing dress wearing hat wearing hat wearing dress wearing,BLOOM,17
The car stopped,car stopped front man home stopped police man claimed trying get armed man home know,GPT-2,355
The bell chimed,bell chimed men hall door opened men entered asked man entered sir said,BLOOM,321
In the closet,closet found pair leather pants bought 80s forgotten tried fit had have bought,Falcon-7B,160
The cat stretched,cat stretched bed purring sun shining window room cat cat stretched bed purring sun shining,Falcon-7B,360
The pages turned,pages turned bit mess get book box put bookshelf get book box put book,BLOOM,507
In the garage,garage car parked garage door car parked garage door car parked garage door car parked garage door car parked,BLOOM,176
"Carefully, he placed",placed pieces paper pocket coat turning girl said tell going marry,BLOOM,76
The guitar hummed,guitar hummed said voice put hand arm turned stabbed smiled way found,GPT-Neo,445
In the forest,forest forest forest forest forest forest forest forest forest forest forest forest,OPT,173
"Quietly, she sang",sang woman take give go sang want orphan,GPT-2,228
The jury listened,jury listened days testimony settling verdict trial aides candidate faced charges related email scandal trials,GPT-Neo,457
"Slowly, he turned",turned side room looked clock kitchen time get,BLOOM,292
"Gently, she planted",planted feet walked window # CHAPTER # tried keep body trembling eyes burned couldn,GPT-Neo,97
In the lobby,lobby office building woman wearing ties pulled hood shoulder looked daughter received vaccinations family photo shows woman long-,GPT-2,186
Under the bridge,bridge bridge symbol city symbol city history future present bridge symbol city history future present,Falcon-7B,617
As they sipped,sipped beer began push glass throat want eat apple asked pulled apple hands,GPT-2,57
"Slowly, she walked",walked looked getting feet done did stood doing,GPT-2,300
"Carefully, he placed",placed box table placed box table did,OPT,76
The door creaked,door creaked figure stepped room ’m disturb ’m got news ’m father,Falcon-7B,403
With a sigh,sigh put phone trying get hold friend week ’d left messages sent texts called husband,Falcon-7B,648
The candle flickered,candle flickered darkness candle flickered darkness candle flickered darkness candle flickered darkness candle flickered darkness candle flickered,Falcon-7B,347
The trail beckoned,trail beckoned get top going do determined get,BLOOM,585
The ingredients combined,ingredients combined quality ingredients product use product has effect body product has effect body product,BLOOM,455
In the stadium,stadium B team playing A team B team winning A team playing lot heart,Falcon-7B,206
As they waited,waited receive treatment man stand back line told group waiting bus drivers wanted have drinks,GPT-2,64
As the wind,wind blowing shoulder weight lost consciousness trying get stomach time girl look,GPT-2,21
The train rumbled,train rumbled ramp climbed line stairs extended jumped pushed floor felt,GPT-2,588
The software improved,software improved performance percent stream videos devices has access videos streams including shows,GPT-2,558
With a snap,snap fingers man suit standing doorway woman suit standing window man suit standing doorway,BLOOM,650
With a gallop,gallop hooves whinny delight horses running p.m. running,Falcon-7B,636
With a nod,nodding smile said ’re ’re said girl ’re ’re said girl ’re,BLOOM,644
The door creaked,door creaked cracked walked leaving bag clothes floor sat morning morning hand went brush hair face cheeks,GPT-Neo,403
As morning broke,morning broke sun shining sky air birds singing middle day sitting porch,OPT,11
"Slowly, she turned",turned asked want talk like go bathroom home morning request clients found trouble boyfriends,GPT-2,299
"Slowly, he opened",opened eyes daze daze daze daze,OPT,289
She programmed the,programmed program send signal network connection time system started network connection turned off operating system locate execute,GPT-2,258
The rain pattered,rain pattered ground wind blowing trees sun shining air wind blowing direction river water rising,BLOOM,532
The book shut,book shuttles worlds reader introduced world world world world book read loves fantasy fantasy literature,BLOOM,333
The orchestra swelled,orchestra swelled music swelled audience swelled thing fun orchestra swelled music swelled audience swelled thing,Falcon-7B,505
With a twist,twist fate have 3D printed pen pen has 3D printed steel,GPT-Neo,660
"Gently, she sketched",sketched series ideas concept family supposed group moms became members family raising kids parents became,GPT-2,100
The crowd cheered,crowd cheered Dancing Stars winner announced crowd cheered Dancing Stars winner announced crowd cheered Dancing Stars winner,Falcon-7B,382
The train departed,train departed station a.m. arrived station train stopped station train stopped station,BLOOM,587
With a laugh,laugh said know n’t know said know know do,BLOOM,642
He remembered when,remembered kid bit kid bit kid bit kid bit kid,BLOOM,126
With a frown,frown man said ’re trouble ’re trouble man said ’re ’s,BLOOM,635
As they encored,encored notes song fans shouted sing song went question shouted,GPT-Neo,37
In the silence,silence night sound wind sound rain sound wind sound rain sound rain sound rain sound rain,BLOOM,203
"Carefully, he examined",examined wound gash skin torn bone see white bone skin,Falcon-7B,73
The moon rose,moon rose stars shining sun shining stars shining moon shining stars shining moon shining stars shining moon shining stars shining,BLOOM,490
He looked down,looked man father man character man character man character man character,BLOOM,117
The camera focused,camera focused person think person,OPT,343
The bell tolled,bell tolled time village church built,Falcon-7B,324
"Carefully, he sliced",sliced top cake placed top cake cake placed top cake top cake placed top cake cake,BLOOM,78
With a gasp,gasp realized holding breath let rush felt tears start flow holding coming,Falcon-7B,637
The weights clanked,weights clanked clanged men lifted sound weights hitting floor echoed gym men lifting weights lifting weights lifting weights men,Falcon-7B,605
In the park,park park place enjoy beauty park park place enjoy beauty park park place enjoy beauty,BLOOM,196
The coffee steamed,coffee steamed minutes seconds cooled surface steam turned vapor condensed pulled mold water let,GPT-Neo,375
She opened the,opened door saw man car move breathe move,BLOOM,253
The stone revealed,stone revealed number holes surface stone filled mixture sand clay stone found condition found condition stone found,BLOOM,567
The connection established,connection established hole theory suggests universe including whole connected time space see understand object can hole theory,GPT-2,377
As they created,created characters put stories invented stories went create worlds creations spread grew minds culture people did creativity,GPT-Neo,32
She posed for,posed photos museum announced expecting children born years spokeswoman museum acknowledged working options,GPT-2,255
She posed for,posed picture guy member thing thing thing person,OPT,255
"Slowly, the sun",sun rising sun rising sun rising sun rising sun rising sun rising sun rising,OPT,301
In the library,library find book written woman survivor girl war started escape tell,Falcon-7B,184
In the park,park trees grass flowers blooming sun shining birds singing day going enjoy,Falcon-7B,196
The owl hooted,owl hooted owl cried owl hooted owl cried owl hooted owl cried owl hooted owl cried owl hooted,OPT,506
As they centered,centered camera guy thought going picture guy gun thought going picture guy gun,OPT,28
The rain drizzled,rain drizzled street crowd roared anticipation place grabbed buckets holding water placed wall car did muttered,GPT-2,529
The waves crashed,waves crashed trees trees fell trees covered blood blood see blood blood see blood blood,BLOOM,603
She looked back,looked desk believe fact standing read expression looked decide emotion project,GPT-Neo,249
She sipped the,sipped water drank milk think trying get milk mouth,OPT,267
With a smile,smile face called person came speak sheriff want like talk,GPT-Neo,649
The door opened,door opened saw man lab coat holding box looked box saw box looked box saw box looked,OPT,404
With a laugh,laugh father said trying scare said wish go house,GPT-Neo,642
He researched the,researched writings saints see had say living life believe following quotes help think live life earth generation has,GPT-Neo,127
He stood up,stood lift rang bell second lift doors opened man uniform stepped turned look eyes met seemed,GPT-Neo,134
As they harmonized,harmonized songs song heard distance album release put music video movies market Falling film starring,GPT-2,43
With a thresh,thresh hook get kill target playing while seen seen times,OPT,659
With a start,start mentality team experienced professionals committed delivering results clients team experienced professionals committed delivering results,Falcon-7B,657
The fire flickered,fire flickered distance light fire shining distance fire burning distance light fire shining distance fire burning,BLOOM,422
With a laugh,laugh friend friend death seemed doing life people said smiling looking eyes sister father,GPT-2,642
As they created,created plan attack was idea attacks blow regime warned effect failed counter - attack plan launch bombs cities,GPT-2,32
The bell chimed,bell chimed door opened morning see expecting come woman walked office,Falcon-7B,321
A sudden noise,noise night light sky figure lurking shadows things make person jump bed run window see going,Falcon-7B,1
The bird flew,bird flew think bird,OPT,326
The alarm sounded,alarm sounded men rushed woman standing doorway man standing hallway woman man,BLOOM,307
"Carefully, he lifted",lifted lid box thing saw pair leather gloves pulled held light leather,Falcon-7B,74
As day ended,day ended people drifted warmth living rooms looked room brought book sat chair pulled notebook pen top,GPT-Neo,7
The code compiled,code compiled game crashes try load having problem using version game,OPT,374
The ice cracked,ice cracked 1st mark took days kick game came difference game home time,GPT-2,449
The clay formed,clay formed clay clay clay clay clay clay clay clay clay clay clay clay clay clay clay,OPT,369
The bell echoed,bell echoed looked see couple soldiers watching distance staring Come come way said opened door,GPT-Neo,322
The clay formed,clay formed clay bed pouring concrete smoothed machine concrete poured machine used smoothing finishing workmen continue,GPT-Neo,369
The leaves rustled,leaves rustled felt image appeared mind moon turn inches horizon reflecting sky clouds,GPT-2,470
The rain pattered,rain pattered roof car drove highway sun setting sky shade pink way meet friend dinner see,Falcon-7B,532
The door opened,door opened walked need go go talk woman girl said got spirits looked,GPT-2,404
The snow crunched,snow crunched boots walked woods sun beginning rise sky shade pink way lake do ice fishing,Falcon-7B,555
The grass swayed,grass swayed wind wind swayed grass grass swayed wind wind swayed grass grass swayed wind wind,BLOOM,444
With a sigh,sigh put phone trying get hold friend week ’d left messages sent texts called husband,Falcon-7B,648
The ice melted,ice melted joking melted joking melted picture lake,OPT,452
In the classroom,classroom work home find things make shine job are kinds jobs others,GPT-2,159
The crowd roared,crowd roared cheered audience applauded cheered audience audience hear song sung band band audience hear,BLOOM,384
She found the,found gift guy life year photo print book series book illustrations favorite problem,GPT-Neo,245
As night approached,night approached boys remained help finish loading left wagon load fuel cut lumber deal one got wagon bed,GPT-Neo,13
The chemicals reacted,chemicals reacted substance days levels results tests conducted suggest times level exposure developed brain cancer,GPT-2,364
As day ended,day ended world shock hit attack world reeling shock world shock,OPT,7
As they drove,drove sun setting sky pink sun setting sky pink sun setting sky pink,Falcon-7B,35
The sword gleamed,sword gleamed light man did look man eyes hope reached sack filled canvas sack brought appeared arm,GPT-Neo,577
The cat purred,cat purred cat cat cat cat cat cat cat cat,BLOOM,359
With a flourish,flourish hand man chief band chief band midst crowd crowd,BLOOM,634
The dog barked,dog barked moment started barking come attention do barked left told did,GPT-2,397
"Gently, he pushed",pushed wall going hurt said going ask question going,OPT,89
With a shrug,shrug man coat said ’m ’m doctor ’re doctor said ’m doctor said,Falcon-7B,647
As they analyzed,analyzed data study participants decided allocate time topics topics decided participants following order importance topic attention top topic creativity,GPT-Neo,23
The keys played,keys played pause pause sequence keystrokes played pause sequence introduced replaced pause,GPT-2,459
The leaves fluttered,leaves fluttered opened mouth let sun fill lungs fill body breeze ruffled fur loved jumped air spun tail,GPT-Neo,469
With applause,applause cheers school year kicked convocation held,Falcon-7B,664
She stood up,stood hero think hero standing man trying rape think hero standing man,OPT,274
The camera zoomed,camera zoomed front stopped looked need whispered camera hand slid camera camera arm gripped,GPT-2,344
With a beep,beep door opened man entered wearing jacket hat wearing hat wearing jacket hat wearing jacket,BLOOM,620
He searched for,searched way get situation trying find way get situation trying find way get situation trying find way,OPT,130
The meal came,meal came meal celebration love support given giving need started film making,GPT-2,484
"Quietly, he crept",crept room man words had lot say man words had lot say man,Falcon-7B,216
"Gently, he pushed",pushed wall going hurt said going ask question going,OPT,89
The waterfall roared,waterfall roared ground sky glistened snow water sort waterfall were snowballs covered debris,GPT-2,601
The rain fell,rain fell sheets wind blew gusts temperature dropped degrees stop people turned Walk,Falcon-7B,531
The treasure revealed,treasure revealed trailer coming PC PS4 game,OPT,591
In the distance,distance see sky looks journey journey seems remember sister used go cinema,GPT-Neo,169
"Carefully, she planted",planted hand shoulder see face feeling way leaned looked moment letting sigh,GPT-2,87
As day began,day began break saw sign dawn morning walk property lights branches trees lit rays sun sitting,GPT-Neo,5
The city slept,city slept city slept city slept city slept city slept city slept city slept city slept city slept city slept,Falcon-7B,368
The art emerged,art emerged year boy killed terror attacks led death car park belonged attackers stabbed killed bystander,GPT-2,310
In the silence,silence hear son voice sincerity kind confidence motivated said know,GPT-2,203
The kite dipped,kite dipped sky water kite dipped sky water wait get classroom time put kids sleep,GPT-Neo,461
The chalk dust,chalk dust flying classroom chalk dust flying classroom chalk dust flying classroom chalk dust flying classroom chalk dust flying classroom,Falcon-7B,361
The train departed,train departed car walked car packed capacity stand lean wall door left arm hanging side hand pressed,GPT-Neo,587
With a snap,snap fingers season season season season,Falcon-7B,650
The fish bit,fish bit hook hook bit fish bit hook hook bit fish bit hook hook bit fish bit hook hook bit fish,Falcon-7B,426
With a gasp,gasp girl turned court judge way way path led street school staying walked,GPT-2,637
The music soared,music soared crescendo audience filled energy band band joy watch audience see band perform band,BLOOM,498
The curtains fluttered,curtains fluttered breeze sun set horizon sky blue clouds pink moon yellow stars twinkling air,Falcon-7B,390
"Quietly, she crept",crept room looked clock house kitchen time,BLOOM,224
"Gently, she touched",touched tip tongue head cock groaned hands tightening head licked head took mouth,Falcon-7B,102
The dog wagged,dog wagged tail left kitchen got chance see white month visited apartment lawn walking carrying,GPT-Neo,400
As they climbed,climbed hill seemed knew distance bank water village road leads end country,GPT-2,30
The orchestra swelled,orchestra swelled sound orchestra orchestra swelled sound orchestra orchestra swelled sound orchestra orchestra swelled sound orchestra,OPT,505
As they danced,danced side room man yelled Help son bitch men threw floor men hit body lay back,GPT-2,33
He reached for,reached door get door slammed shut moment heard sound door locked smile crept face,GPT-Neo,123
The kite soared,kite soared clouds wind blowing kite flying clouds wind blowing kite flying clouds wind,OPT,463
As they talked,talked noticed faces want tell happened wait respond way work today,GPT-Neo,60
"Silently, she crept",crept room went saw door locked opened looking round saw door locked turned looked,BLOOM,281
He looked up,looked sky saw cloud stars looked saw cloud stars looked saw cloud stars looked saw cloud stars looked,BLOOM,118
The fire dwindled,fire dwindled embers smoke drifted fire dwindled embers smoke drifted fire dwindled embers smoke drifted,Falcon-7B,421
As they listened,listened music students asked write thoughts music like music said student like music,Falcon-7B,46
The phone rang,phone rang calling inform owe ’ve,Falcon-7B,515
The door slammed,door slammed shut room bed desk chair window room door room door,Falcon-7B,405
With a smile,smile hug kiss help times share joys help celebrate successes,Falcon-7B,649
As they exercised,exercised right vote election learn votes counted fact election election votes cast,Falcon-7B,39
The book fell,book fell page had picture man woman man holding baby woman holding baby caption read time held baby cried,Falcon-7B,332
The fire crackled,fire crackled crackled fire crackled crackled fire crackled crackled fire crackled crackled fire crackled crackled fire crackled,OPT,418
The storm brewed,storm brewed hour time couple people died ones reported seen storm couple saw says saw,GPT-2,568
She closed her,closed eyes opened mouth joking works joking seen happen,OPT,237
"Quietly, she moved",moved writing novels based experiences novels inspired events scandal wrote essay,GPT-2,227
The crowd gathered,crowd gathered corner streets afternoon mix crowd gathered corner streets,Falcon-7B,383
The fish bit,fish bit fish fish bit fish fish bit fish fish bit fish fish bit fish fish bit fish fish bit fish fish bit,BLOOM,426
With a leap,leap faith life begins leap faith took year woman leave home,Falcon-7B,643
The rain pattered,rain pattered roof car drove highway sun setting sky shade pink way meet friend dinner see,Falcon-7B,532
The snow melted,snow melted melted point parts ground ground froze According news agency took week surface area ground state water supply,GPT-2,557
In the lobby,lobby men come support message said woman asking woman asking,GPT-2,186
The grass rustled,grass rustled elbow stepped couch door swung man stood guard life shot fired man dozen,GPT-2,443
As time passed,time passed number people game poker increased game poker game skill luck game played deck cards game poker,Falcon-7B,67
"Gently, he stroked",stroked scar man middle night took life instant live,GPT-Neo,90
"Gently, he touched",touched girl face said needs rescued said girl help,BLOOM,92
The balloon floated,balloon floated metres air others tried make contact stuck started believe dream thinking go festival,GPT-2,319
With a frown,frown man said ’re trouble ’re trouble man said ’re ’s,BLOOM,635
He planted the,planted seed year year number votes growing member MPs called,GPT-2,121
The car stopped,car stopped corner road driver stopped police driver taken hospital pronounced police said driver resident village,BLOOM,355
The car swerved,car swerved driver hit car driver taken hospital driver taken hospital driver taken hospital driver taken hospital driver taken,BLOOM,356
The fire sparked,fire sparked incident hotel guest room staying nights interview incident said dunk planned,GPT-2,424
She discovered the,discovered incident said hoax hours start college degree student standing home found body living room home went investigate reported,GPT-2,241
The engine roared,engine roared life aircraft filled mix fuel tanks crashed crash saw air air missiles collide killing sailors,GPT-2,412
She looked down,looked floor eyes mouth said mean say one has do,Falcon-7B,250
With a laugh,laugh thought get woman attention year years time got daughters sons grandchildren date wife,GPT-2,642
The waves crashed,waves crashed trees trees fell trees covered blood blood see blood blood see blood blood,BLOOM,603
The timer stopped,timer stopped held breath saw person come looked shoulder smiling held nose face said lines finished,GPT-2,582
The grass swayed,grass swayed wind wind swayed grass grass swayed wind wind swayed grass grass swayed wind wind,BLOOM,444
"Gently, she rocked",rocked hair looked show face show face show face,BLOOM,99
"Quietly, he entered",entered door heard clang woman rushed door overwhelmed noise realised side stood man bed,GPT-2,217
With a laugh,laugh said know n’t know said know know do,BLOOM,642
The rooster crowed,rooster crowed swallow lion carried side length man crow cradle looked eagle flew center,GPT-2,542
With applause,applause added came politics trying build economy one rigged economy got,GPT-2,664
The smoke cleared,smoke cleared man ran building arrested murder told cops have weapons officers let go released,GPT-2,552
The water rippled,water rippled cascades sand swept life people stared wind thing water see hidden shifting,GPT-Neo,599
In the laboratory,laboratory results experiments compared results experiments field results experiments field compared results experiments laboratory results experiments field,BLOOM,182
With a breath,breath air season show season kicks show season,OPT,622
The idea formed,idea formed head walking gym thinking going get butt gear start running thinking going get butt gear start,Falcon-7B,453
"Quietly, she sang",sang song people song people song people song people song people song,OPT,228
As they argued,argued men middle argument woman pulled gun shot man chest man taken hospital condition expected survive,OPT,24
He looked down,looked book thing beauty belonged heroes gods hunk papery paper,GPT-Neo,117
With a shrug,shrug man coat said ’m ’m doctor ’re doctor said ’m doctor said,Falcon-7B,647
As morning broke,morning broke protesters walking police escorted square email sent protesters police said involved rioting charged assembly,GPT-Neo,11
In the classroom,classroom students expected use computer solve problems computer used solve problems classroom computer used solve problems classroom computer used solve problems classroom,BLOOM,159
As they encored,encored show said going do episode show guessing episode show hope,OPT,37
"Gently, he pushed",pushed bed going hurt sweetheart going make love nodded eyes lips parted kissed,Falcon-7B,89
Under the stars,stars stars stars stars stars stars stars stars stars stars stars stars stars stars stars stars,BLOOM,618
With a leap,leap performance months display event presenting laptop promises transform consider gaming laptop one,GPT-Neo,643
The timer stopped,timer stopped door opened man standing hallway woman standing hallway woman woman man man woman,BLOOM,582
With a sigh,sigh rubbed hands settled have stop get show done bribery,GPT-Neo,648
The crust stretched,crust stretched rubber band think cheese,OPT,386
With a sigh,sigh relief looked boat see see see,BLOOM,648
The test passed,test passed test passed bug bug getting lot argument supplied,Falcon-7B,580
With a shrug,shrug say said going going go way deal,GPT-2,647
The flowers bloomed,flowers bloomed spring birds sang summer children hearts songs summer picnic children went schoolroom autumn came,GPT-Neo,433
The orchestra swelled,orchestra swelled emotion moved hands pulling orchestra voice brought emotions waist doing orchestra voice drifted,GPT-2,505
"Carefully, she placed",placed hand mine guys way control flow conversation care wreck,GPT-2,86
The crowd cheered,crowd cheered Thank signing gasped trying regain composure Thank hugged said,GPT-2,382
The fire blazed,fire blazed kitchen fire burning kitchen fire burning kitchen fire burning kitchen fire burning kitchen fire,BLOOM,417
As they tested,tested effect types drugs levels neurotransmitters brain found benzodiazepines antipsychotics anticonvulsants,BLOOM,62
In the closet,closet think man,OPT,160
"Gently, she massaged",massaged thigh sighed tension disappeared have tell loved doing knew did had way turning,GPT-Neo,95
The train departed,train departed station arrived station train departed station arrived station,OPT,587
In the closet,closet think man,OPT,160
The tree swayed,tree swayed wind blew wind blew tree swayed wind blew tree swayed wind blew tree swayed wind blew,BLOOM,592
The day passed,day passed blur have time eat have time think have time,Falcon-7B,393
In the corridor,corridor group students taught author group taught author author investigator author investigator author,BLOOM,163
As they argued,argued fairness system matter system system parties parties,BLOOM,24
As they ran,ran money had sell rights game party thought going sell rights game party did did,OPT,52
In the safari,safari middle lake want find way catch take way top lake bottom lake caught bait,GPT-2,199
With a laugh,laugh turned asked have do told walked window turned faced said have do,GPT-Neo,642
The door opened,door opened man entered dressed suit face man had figure,BLOOM,404
Yesterday I went,Yesterday went see brother loss put words suffering years cusp,GPT-Neo,670
The rain poured,rain poured field sun shining beat 49ers game,Falcon-7B,533
The crowd cheered,crowd cheered said racist,OPT,382
"Quietly, she crept",crept room girl voice girl voice girl voice,Falcon-7B,224
The future neared,future neared future neared future neared future neared future neared future neared future neared future neared future,Falcon-7B,436
The canvas came,canvas came life hand stood garden world felt moment thought lost mind,GPT-Neo,351
She reached for,reached door opened kitchen door locked looked kitchen saw kitchen looked kitchen saw kitchen looked,BLOOM,260
He stood up,stood asked see response go see going see person,GPT-2,134
The door opened,door opened man entered dressed suit face man had figure,BLOOM,404
With a crescendo,crescendo violence seized control city series victories insurgents seek take control country,OPT,632
The sun set,sun set day year day year day year sun set day year day year,OPT,574
The door creaked,door creaked door closed door creaked door closed door creaked door closed door creaked door closed,OPT,403
"Slowly, he typed",typed following message touch department yesterday going meeting date,GPT-2,293
He researched the,researched topic year half wrote book book called End says,Falcon-7B,127
"Slowly, he stirred",stirred said did say got wanted said says,GPT-Neo,291
As they ran,ran campaign start year campaign gone lot development terms campaign take platform get people talking support,GPT-2,52
The deer froze,deer froze woods men men journey dogs journey men journey,BLOOM,395
The sun rose,sun rose wind blew sun shining wind blowing sun shining wind blowing sun shining wind blowing sun shining wind blowing,BLOOM,573
The stone revealed,stone revealed stone lie stone lie,OPT,567
As they farmed,farmed time men attacked group men beat sticks stones men attacked group men beat sticks stones,OPT,41
The light flickered,light flickered dark light shining dark light deal dark light deal dark light,BLOOM,475
With a chisel,chisel cut top top top top top top top top top top top top top top,BLOOM,626
The candle glowed,candle glowed darkness candle gift gods candle gift gods candle gift gods candle gift gods,OPT,348
The ice melted,ice melted ice broken pieces ice placed bowl mixed water mixture poured bowl mixed water mixture,BLOOM,452
She encrypted the,encrypted text messages make shared found list things passed authorities girl went school assaulted roof,GPT-2,242
The makeup transformed,makeup transformed life look looking sky lightbulb showed looking attacked dogs smiled shaking head grin think,GPT-2,482
The flower bloomed,flower bloomed blossomed way tip toes end nose lift foot scratch have cover had,GPT-Neo,430
"Gently, she lifted",lifted head days daughter had babies day house think day,GPT-2,94
"Quietly, he moved",moved side bed sat reached touched shoulder sweetheart turned head looked,Falcon-7B,220
He donned the,donned mask man fire survivor donned mask man fire survivor donned mask man,Falcon-7B,111
The fire dwindled,fire dwindled fire extinguished fire extinguished fire extinguished fire extinguished fire extinguished fire extinguished,BLOOM,421
He walked towards,walked door turned walked door walked door turned walked door walked door turned,OPT,143
He stepped forward,stepped looked people said got shut thing police scene fired bullets men,GPT-2,133
"Carefully, he poured",poured water vessel force drew vessel poured vessel water vessel filled water,BLOOM,77
She looked away,looked eyes filling tears,Falcon-7B,248
With a cheer,cheer crowd erupted applause student named announced winner university,OPT,624
"Carefully, she placed",placed glass table turned face talking know talking know,Falcon-7B,86
She turned around,turned looked mean used people talking mean,Falcon-7B,275
The glasses toasted,glasses toasted face turned head eyes met lifted hand said told mother name truth trail lead,GPT-Neo,440
The curtains fluttered,curtains fluttered breeze sun shining air sky sun shining sun shining sun shining,OPT,390
The wine breathed,wine breathed cat wine gods thing thing,OPT,612
He stepped back,stepped let guy get kill think trying get kill guy,OPT,132
As they drove,drove city saw crowd people number people number people number,BLOOM,35
"Slowly, he kneaded",kneaded hand front pants inside thigh pulling sweat pants boxers knees hands legs waistband pulling,GPT-Neo,287
The seed sprouted,seed sprouted seed sprouts spread husband went see friend saw combination part girl one,GPT-2,547
The door closed,door closed place whispered name room going call name make things,GPT-2,402
He picked up,picked glass say realize words mouth choked put fingers fist try stop flow choked happened,GPT-Neo,120
"Carefully, she lifted",lifted head looked mean scare asking,OPT,84
The rain ceased,rain ceased water stream splashed grass valley sun shone banks gulls wheeled air cries sought,GPT-Neo,528
He lifted the,lifted lid box peered do show took box set table,Falcon-7B,113
With a smile,smile said ’re ’re ’re ’re ’re,BLOOM,649
With a gasp,gasp wind back car girls took couple steps pulled shirt head pointed looked sunbeams paused,GPT-2,637
The bell rang,bell rang emerged back courtroom saw robed judge head shaved face mask gave nod smiled approached did,GPT-Neo,323
"Carefully, he aimed",aimed head think aiming chest,OPT,72
With a laugh,laugh pounder said trying get day day part,Falcon-7B,642
With a poof,poof curtain members public took place stage grey day audience including journalists looked speaker front row,GPT-Neo,646
With a gasp,gasp realized reading comments article,OPT,637
"Carefully, he lifted",lifted hands sides bed seen men do lifted foot dropped turned said,GPT-Neo,74
He reached out,reached asked wanted go concert said said hour,OPT,124
The light flickered,light flickered went say,OPT,475
The test passed,test passed meaning app know app using simulator click button using,GPT-Neo,580
The fire crackled,fire crackled sizzled front knew camp flames raced slope spreading column fire stretched distance took,GPT-Neo,418
The door slammed,door slammed man doorway slumped end couch looked victim saw looking hands flew forehead hoping catch,GPT-2,405
The lunch crowd,lunch crowd downtown mix business people students tourist lunch crowd downtown,Falcon-7B,480
The leaves drifted,leaves drifted tree scene sun shining trees glowing rays sun air air,BLOOM,467
In the basement,basement church middle night go sleep heard bang thud looked saw man standing gun,OPT,152
The car honked,car honked engine whirred went man approached shouted Carry come was space left conversation man pulled,GPT-2,352
As they brainstormed,brainstormed idea game realized had make game,OPT,26
She held her,held head men village came greet walked queen head adorned crown flowers valley petals curling,GPT-Neo,247
As they invented,invented printed gun come printed gun assembled minutes printed gun called L,Falcon-7B,44
"Slowly, she breathed",breathed air wind direction wind knew blowing direction,BLOOM,295
In the attic,attic house middle night heard noise looked saw man standing middle attic wearing hoodie pants looking,OPT,148
With a sigh,sigh relief sat file lap looked columns see made want take look were columns numbers letters number,GPT-Neo,648
In the library,library data list appear list implement given instance library has fields format string,GPT-2,184
The camera clicked,camera clicked person think person,OPT,341
The victory secured,victory secured club league title season club history victory secured club league title season club,OPT,596
She stirred the,stirred pot soup turned face talking know talking know,Falcon-7B,273
The flavors melded,flavors melded like flavor mint going try fan mint love flavor,OPT,429
"Gently, he stroked",stroked asked mind time had food stomach agreed felt hunger strike hunger strike gave hand shake head,GPT-2,90
With a nod,nod wife father find peace passed remained city keeping life city living taken order support children war,GPT-2,644
The kite soared,kite soared clouds wind blowing kite flying clouds wind blowing kite flying clouds wind,OPT,463
With a frown,frown man sat bolt looked left standing end corridor men clad robes man asked,GPT-Neo,635
"Quietly, she crept",crept room door knocked feet set fire turned night watch meet intruder opening fire,GPT-2,224
With a laugh,laugh man said going politician going politician going politician man figure,OPT,642
The moon rose,moon rose hours half flight reach moon surface moments passed made way,GPT-2,490
As they laughed,laughed boy smiled began cry tell name said cry congratulate said,GPT-Neo,45
The fire blazed,fire blazed sizzled flared said man raised,GPT-Neo,417
"Quietly, he whispered",whispered phone going put arrived work office known showed office,GPT-Neo,223
The evidence pointed,evidence pointed person ’s combination evil has lot learn side meek makes stop game,GPT-Neo,414
The dust settled,dust settled surface surface surface surface surface surface surface surface surface surface surface surface surface surface surface,BLOOM,409
The door closed,door closed want sugar wearing shoes dress go,GPT-Neo,402
In the forest,forest trees trees trees trees trees trees trees trees,BLOOM,173
With a bullseye,bullseye bullseye bullseye bullseye bullseye bullseye bullseye bullseye bullseye bullseye,BLOOM,623
The path wound,path wound part wound healing process part wound healing process part wound healing process part wound healing process,BLOOM,510
In the greenhouse,greenhouse sun source,OPT,178
The stone revealed,stone revealed wall waiting time happen find tunnel heard talking office,GPT-Neo,567
He conducted the,conducted orchestra time conducted orchestra number concerts conducted orchestra number concerts including concert conducted orchestra,Falcon-7B,107
"Slowly, he descended",descended hand gripped head pressing hand face hand shivered rest body shuddered sensation overwhelmed mind world,GPT-2,285
The clock struck,clock struck a.m. hotel suite staying minutes fall tail end trips,GPT-Neo,371
The grass grew,grass grew garden grass grew garden grass grew garden grass grew garden grass grew garden grass grew garden grass grew,BLOOM,442
The wind blew,wind blew rain fell sheets sky clouds wind blew rain fell sheets sky clouds wind blew rain fell,Falcon-7B,608
He reached for,reached pen drawn water wrote taken pieces wood went ask take,GPT-2,123
With a sigh,sigh put phone trying get hold friend week ’d left messages sent texts called husband,Falcon-7B,648
The arrow flew,arrow flew water boat swimming wind blowing direction boat sinking captain get boat shore,BLOOM,309
The map unfolded,map unfolded front studying hours find path ’m lost said lost said woman,Falcon-7B,483
The colors blended,colors blended texture texture texture texture texture texture texture,BLOOM,376
The grass grew,grass grew animals came went rain fell do wait truth need wait time world caught humanity have,GPT-Neo,442
