xi,xj,LLM_model,prompt_id
"Slowly, he breathed","Slowly, he breathed.

They stopped for a short moment when he noticed that his hands were being pressed against one of the walls.",GPT-2,284
The boat rocked,The boat rocked and I felt the bumpy ground beneath me. I looked ahead. My mother's eyes followed mine. I felt myself sliding. I felt my arms pull away from the seat.,GPT-Neo,330
The fire crackled,"The fire crackled and popped in the fireplace, and the smell of burning wood filled the room. The fire was a welcome sight, as the temperature outside was in the single digits. The snow was falling, and the wind was blowing.",Falcon-7B,418
The clues led,"The clues led his agents to a small, heavily damaged building in the middle of the night. He looked around. A big crack had been punched through two of his windows.",GPT-2,373
The old man,"The old man's voice was almost too strong, and he said, in a whisper: 'Listen, son of a bitch's heart, there's someone who's going to kill a baby.'

'But is this girl really a girl?'",GPT-2,504
The stream bubbled,"The stream bubbled and clattered before reaching the top. A short time after the stream struck, the clouds formed again.",GPT-2,571
With a chorus,"With a chorus of “Oh, my God,” the crowd shouted, “We’re going to get it!”
The crowd shouted, “We’re going to get it!” and the crowd shouted, “We’re",BLOOM,627
She stood up,She stood up and stepped to the door.,GPT-Neo,274
The wine breathed,The wine breathed a sigh of relief from the suddenness.,GPT-2,612
In the garage,"In the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in the garage, in",OPT,176
The bell tolled,"The bell tolled the sound of the wind, and the wind was
still. The wind was still, and the bell was still. The wind was still,
and the bell was still. The wind was still, and the bell was still.",BLOOM,324
The door slammed,"The door slammed shut.

Nakoto was on the floor, his body slowly moving. He looked up at Nagisa staring up at him.

""Please not be so scared when I see you,"" he whispered.",GPT-2,405
As night deepened,"As night deepened, and the first star of the season emerged from the cold
clouds, there was a flutter about the heart of the young woman sitting in
the open doorway of the kitchen. It was the only place about.",GPT-Neo,14
The deal closed,"The deal closed on 1st July 2019.
The acquisition of the company is part of the strategy of the Group to expand its presence in the field of industrial automation and to strengthen its position in the market of industrial automation.
The",Falcon-7B,394
The wine breathed,"The wine breathed in the air, and the wind was blowing
through the trees. The sun was shining, and the stars were shining
in the sky.",BLOOM,612
The art lived,"The art lived in the “art of living”
The art lived in the “art of living”
The art lived in the “art of living”
The art lived in the “art of living”
The art",Falcon-7B,311
The sun set,"The sun set in the morning, and the wind was blowing in the
direction of the west. The sun was shining brightly, and the wind was
soft and gentle.",BLOOM,574
As they harmonized,"As they harmonized with the new rules, the number of employees in the company increased from 1,000 to 2,000. The company also increased the number of employees from 1,000 to 2,000.",BLOOM,43
The alarm sounded,"The alarm sounded about six-tenths of an inch before he hit the window.

Dane felt his arms and legs freeze as he tried to absorb what he saw through the clear plastic window.

His face was pressed up against",GPT-Neo,307
In the living,"In the living room, the fireplace is the focal point. The fireplace is the place where the family gathers to watch TV, read, or just hang out.",Falcon-7B,185
"Gently, she sketched","Gently, she sketched a few lines until a picture appeared in her mind: a brown-haired man with black eyes, slender and tall but not too short, his chest high enough to show that he was both strong and fit, and his",GPT-Neo,100
The swing creaked,"The swing creaked as I sat on it, my feet dangling. I was in the backyard of my childhood home, the one I grew up in. I was sitting on the swing that my father had built for me when I was a child.",Falcon-7B,576
The water splashed,"The water splashed on the floor, and the floor splashed on the water. The water splashed on the floor, and the floor splashed on the water.",BLOOM,600
The treasure glowed,"The treasure glowed in the dark.
I'm not sure if that's a good thing or a bad thing.",OPT,590
The butterfly landed,"The butterfly landed on the tree.
The butterfly landed on the tree.
The butterfly landed on the tree.
The butterfly landed on the tree.
The butterfly landed on the tree.
The butterfly landed on the tree.
The",OPT,340
She admired the,"She admired the way he was able to get the job done.
She was impressed by his ability to get the job done.
She was impressed by his ability to get the job done.
She was impressed by his ability to get the",OPT,233
The leaves fell,"The leaves fell and when I went in to see what was up, they were kind of sticking out, and I noticed there weren't any dead leaves as good as at least that I could make out in the ground,"" she said.",GPT-2,468
As they enchanted,"As they enchanted the world, the elves and dwarves of Middle-earth were also the first to discover the power of the ring.

The ring was a magical device that allowed the wielder to control the elements of the world.",OPT,36
The lunch crowd,"The lunch crowd continued to celebrate, cheering and laughing.

Ginger-Winkle's is located in the former warehouse and a former warehouse in the neighborhood of West Palm Beach.

According to an article in ABC affiliate WBEZ,",GPT-2,480
With a nod,"With a nod to the past, the new ‘Star Wars’ trilogy is a return to the roots

The new “Star Wars” trilogy is a return to the roots.

The new “Star Wars�",OPT,644
The guitar hummed,"The guitar hummed in the background was so distracting.
I thought it was a guitar at first.",OPT,445
She looked away,"She looked away from the camera for a second and then looked back at it.
I think she was looking at the camera.",OPT,248
In the server,"In the server room, the server is the most important piece of equipment. It is the heart of the network and the most expensive piece of equipment.",Falcon-7B,200
With a nod,"With a nod to the past, the new ‘Star Wars’ trilogy is a return to the roots

The new “Star Wars” trilogy is a return to the roots.

The new “Star Wars�",OPT,644
As day broke,"As day broke, the sun was shining and the wind was blowing. The sun was shining and the wind was blowing. The sun was shining and the wind was blowing. The sun was shining and the wind was blowing.",BLOOM,6
As they ran,"As they ran past them, I could hear gunfire. My body was shaking, so I ran and took cover, trying to pick myself up. I looked over my shoulder, realizing that everyone else had been killed.",GPT-2,52
The canoe glided,"The canoe glided silently through the water, the only sound the soft lapping of the waves against the hull. The sun was just beginning to rise, and the sky was a deep blue, with a few wispy clouds.",Falcon-7B,350
The drawing completed,The drawing completed by the students of the B.A.,GPT-Neo,408
In the network,"In the network of the present invention, the term ""network"" is used to refer to a collection of interconnected computer systems, such as a network of computers, a network of servers, a network of routers, a network of switches, a network",OPT,193
The query returned,"The query returned a list of all the records in the table.

The query returned a list of all the records in the table.

The query returned a list of all the records in the table.

The query returned a",OPT,526
"Slowly, he breathed","Slowly, he breathed in and out, trying to get the air out of his lungs.
He was trying to get the air out of his lungs.
He was trying to get the air out of his lungs.
He was trying",OPT,284
She stepped forward,"She stepped forward, her eyes on the ground. ""I'm sorry, I didn't mean to interrupt. I'll just go.""
""No, wait."" He reached out and grabbed her arm.",Falcon-7B,272
With a gasp,"With a gasp, she flung her arms round a wiry, ruddy man who was kneeling on the floor of the wagon. ""Tom!"" she gasped. ""Oh, Tom! How I've been longing to see you!",GPT-Neo,637
She whispered softly,"She whispered softly, ""I'm sorry.""

""I'm sorry, too.""

""I'm sorry, too.""

""I'm sorry, too.""

""I'm sorry, too.""

""I",OPT,280
She stood up,"She stood up and placed a call to the UVA president.

In an interview with The Washington Post, Trump said he wanted to find out if there was any way the UVA, a historically black university, could be awarded the best university",GPT-2,274
The line flew,"The line flew out of the stadium.
I was there. It was a great game.",OPT,477
The fire died,"The fire died down but many survivors spent hours walking over scorched earth and debris, searching for family members still missing and praying for survivors' miraculous recovery.

As the sun rose, investigators returned to the burned-out site to see the extent",GPT-Neo,419
In the bakery,"In the bakery, the baking process is done in a horizontal position. The baking process is done in a horizontal position. The baking process is done in a horizontal position. The baking process is done in a horizontal position.",BLOOM,150
The crowd gathered,"The crowd gathered at the site of the crash in the village of Luton, Bedfordshire, on Saturday afternoon.

The crash happened at around 3.30pm on Saturday, when a car travelling in the opposite direction collided with a l",OPT,383
The snow crunched,"The snow crunched under my feet as I walked down the sidewalk.
I was walking down the sidewalk when I heard a loud crash.
I looked up to see a man lying on the ground.
He was bleeding from his head",OPT,555
In the meadow,"In the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow",OPT,189
The skills improved,"The skills improved so rapidly that they will be seen by a lot of younger users, and they are used by a lot of the older users. These results are what will determine who has the best skills at a given job.",GPT-2,550
With a gasp,"With a gasp, the man standing before her stood at attention, his left hand grasping a white-gloved hand across his chest.",GPT-Neo,637
In the office,"In the office of a local police force, we don't even see people doing anything,"" she said.

She added, ""We really need people at all levels of government to tell us who's in charge of this.",GPT-2,194
The fire dwindled,The fire dwindled down until it was filled by the second and final wave.,GPT-2,421
"Gently, she planted","Gently, she planted a kiss on his lips.

""I'm sorry,"" he said.

""I'm sorry, too,"" she said.

""I'm sorry, too,"" he said.

""I",OPT,97
"Carefully, she lifted","Carefully, she lifted the lid of the box.
The first thing she saw was a pair of black leather gloves.
She pulled them out and held them up to the light.
They were soft and supple, and the leather was smooth",Falcon-7B,84
The day passed,"The day passed and I still haven't received my order. I'm not sure if I should be worried or not.
I'm in the same boat. I ordered on the 15th and still haven't received anything.",OPT,393
As they walked,"As they walked off, I noticed they were walking down the aisle. They were obviously not eating. I started asking for them all their calories and gave them the rest.

This is great, not the worst.",GPT-2,65
The phone vibrated,The phone vibrated and the sound of a car approaching was heard. The driver was wearing a black jacket and a black leather jacket. He was wearing a black leather jacket and a black leather jacket.,BLOOM,516
The bird nested,"The bird nested a mile away from my first

stew was to take a ride, and that it was an

animal was to do the same.",GPT-Neo,327
The clock chimed,The clock chimed midnight.,GPT-Neo,370
In the meadow,"In the meadow on the side of the road, a group of men and women were playing a game of ""bocce ball."" When the ball landed in the meadow, the players would drop to the ground, roll around in the grass",GPT-Neo,189
The wind blew,The wind blew against his face as he walked away from the beach and he let it pass through his fingers—then his foot came down in some water.,GPT-Neo,608
The car honked,"The car honked, and said, ""Oh God, how can anybody say something bad when you're saying 'God Bless America,'"" but then began a second, stuttered, beat-up-loud beat. ""Just kidding!",GPT-2,352
"Slowly, she opened","Slowly, she opened her eyes wide and looked back to him.

""And how about when you say my name today?"" she asked, looking back at him.

""Yeah, or when I'm a little bit older,"" said",GPT-2,297
As they laughed,"As they laughed with each other, they left, their faces white. ""No! Not just now, too!""

I didn't respond, in spite of that, my eyes seemed to reflect on the situation.",GPT-2,45
With a chuckle,"With a chuckle, I said, “Well, I don’t know.”
“Well, I don’t know.” I said, “Well, I don’t know.”
“Well, I don’t know.”
“Well, I",BLOOM,628
The plants thrived,"The plants thrived in the soil, and the plants were able to grow in the soil for a long time. The plants were able to grow in the soil for a long time.",BLOOM,519
The ice crackled,"The ice crackled and the wind blew. The wind was blowing in the direction of the ice, and the ice was crackling. The wind was blowing in the direction of the ice, and the ice was crackling.",BLOOM,450
The car swerved,"The car swerved around and a small fireball hit it right on with a loud bang.

""We are all in shock and we are still breathing in this fire,"" Zane Harris, a student at the University of Mississippi, said of his",GPT-2,356
As they smiled,"As they smiled and laughed, the two men were arrested and charged with the murder of a man who was found dead in a car in the middle of the night in the city of Wuhan, China.

The two men, identified",OPT,58
The instrument sang,"The instrument sang out a long, low note, and the sound of it was like the sound of a great bell.
The instrument sang out a long, low note, and the sound of it was like the sound of a great bell.",Falcon-7B,456
With a laugh,"With a laugh, I said, “Well, I don’t know.”
“Well, I don’t know.” I said, “Well, I don’t know.”
“Well, I don’t know.”
“Well, I don’t",BLOOM,642
The muscles warmed,"The muscles warmed up and the blood began to flow more freely. As the energy began to flow around the muscles, the light began to spread through the muscles. But something unexpected happened.",GPT-Neo,494
As they farmed,"As they farmed, the people of the land were not able to live in peace. They were not able to live in harmony. They were not able to live in harmony with the people of the land.",BLOOM,41
She raised her,She raised her eyes and looked at the man who was standing in the doorway. He was a man who had been in the same room with her for a long time.,BLOOM,259
The moment passed,"The moment passed over.

As we stood looking out at the river, I asked her if she would like to hear my story again.

""I thought you would.""

""I'm sorry I didn't finish the story.",GPT-Neo,488
The fire roared,"The fire roared, ripping holes through the wall and a pillar of stone from the wall itself to shatter. I quickly pulled my backpack from the floor and ran.",GPT-2,423
He cracked the,"He cracked the door open and peered out.
""I'm going to go out and see if I can find anything,"" he said.
""I'll come with you,"" said the girl.
""No, you stay here.",Falcon-7B,108
With a shrug,"With a shrug, he said, “You’re not the only one.”
“You’re not the only one.”
“You’re not the only one.”
“You’re not the only one.”
“You",BLOOM,647
The ice cracked,"The ice cracked and the water rushed in.
The ice cracked and the water rushed in.
The ice cracked and the water rushed in.
The ice cracked and the water rushed in.
The ice cracked and the water rushed in.",Falcon-7B,449
The plot thickened,"The plot thickened in the case of the missing $1.5 million in the city of Chicago.
The Chicago Sun-Times reported that the city’s inspector general has launched an investigation into the missing money.
The inspector general’",Falcon-7B,520
In the workshop,"In the workshop, we have a range of tools and equipment to help you with your projects.
We have a range of hand tools, power tools and a selection of hand tools.
We have a range of hand tools, power tools and a",Falcon-7B,212
In the hallway,"In the hallway of the school, a group of students are gathered around a table.",Falcon-7B,180
The waterfall roared,"The waterfall roared. The ice flowed. The water rose.

""Stop it!"" said Tally.

""Yes. Stop it,"" said Osprey.

""I can't...",GPT-Neo,601
The letter arrived,"The letter arrived in the mail this day, the 24th of December. It was written by a man named James Smith, and he was a member of the British House of Commons.",GPT-Neo,473
As night deepened,"As night deepened, the air was thick with the smell of smoke.
The fire was burning in the middle of the street, and the smoke was thick and heavy.
The fire was burning in the middle of the street, and the",OPT,14
The door creaked,"The door creaked open and the door closed.

The door creaked open and the door closed.

The door creaked open and the door closed.

The door creaked open and the door closed.

The",OPT,403
He conducted the,"He conducted the first ever live interview with a woman on the internet.

He also conducted the first ever live interview with a woman on the internet.

He conducted the first ever live interview with a woman on the internet.",OPT,107
"Slowly, she opened","Slowly, she opened her eyes and saw the
sight of a man standing in the doorway. She turned and looked at him
with a look of surprise.",BLOOM,297
"Quietly, she entered","Quietly, she entered the room, and
looked at the clock. It was ten o’clock. She had not been in the house
long, and she had not been in the kitchen for a long time.",BLOOM,225
"Slowly, she jogged","Slowly, she jogged. ""What is it?""

I turned my back to her.

""Are all the people on your team not safe?"" she asked quietly.

She turned me around to face her.",GPT-2,296
In the morning,"In the morning, I woke up to the sound of the rain. I was so excited to see the rain. I love the rain. I love the sound of the rain. I love the smell of the rain.",Falcon-7B,191
The spell cast,The spell cast on the target is the same as the spell cast on the caster.,OPT,561
As they watched,"As they watched the film of his life, Ira Glass took several hours.",GPT-Neo,66
As they centered,"As they centered on the current debate on gun violence, in 2010, the U.S.",GPT-2,28
"Quietly, he whispered","Quietly, he whispered,


'I think it will please you that I have some friends who are more keen on this kind of thing and better able to help others - the most common way people are being told 'I didn't find",GPT-2,223
"Quietly, she entered","Quietly, she entered the room.
She was a beautiful woman, with a slim figure and long, dark hair. Her eyes were a deep, dark brown, and her skin was a pale, creamy white.",Falcon-7B,225
The rain stopped,"The rain stopped just before sunset.

The sky was clear and there was no wind in sight. A thin fog had just burst from the sky. The wind was slowly pushing towards the forest.",GPT-2,534
The grass grew,"The grass grew so dense that the small clumps of white clay on top of the small one was covered in a layer of snow.

In that instant the people had fallen in a state of shock.

Even though this kind of thing",GPT-2,442
The rain stopped,"The rain stopped, and the wind was blowing in the direction of the sun. The sun was shining brightly, and the clouds were falling. The wind was blowing in the direction of the sun, and the clouds were falling.",BLOOM,534
The grass grew,"The grass grew in the garden, and the grass grew in the garden. The grass grew in the garden, and the grass grew in the garden. The grass grew in the garden, and the grass grew in the garden.",BLOOM,442
With a snap,"With a snap of the fingers, the world’s nations and peoples turn into their opposites, or have a profound effect upon the way they are viewed by their neighbors.",GPT-Neo,650
Yesterday I went,Yesterday I went for a few days in October and now I'm back in February and again every day.,GPT-2,670
The peace descended,"The peace descended upon the people of the land, and the
people of the land were restored to their former condition. The
people of the land were restored to their former condition.",BLOOM,511
He reached for,"He reached for the button, but the screen remained locked.

I looked at his shoulder.",GPT-2,123
In the attic,"In the attic and on her bed, she watched the clouds dance away when she walked in.

In the dark of the night, he found her curled up in the armchair beside her; a woman wearing a long blue gown.",GPT-2,148
The portrait emerged,"The portrait emerged of a man who was a “master manipulator” and a “serial liar” who had a “deeply ingrained sense of entitlement” and a “lack of empathy” for his victims.
The jury",Falcon-7B,522
In the museum,"In the museum's own books, his first biography, which was published a year ago, he says that he was impressed with the ability to ""get people to talk about the man in his image."" ""You want to be able to say something that",GPT-2,192
The car started,"The car started to move, and the driver was trying to get out of the way.

The driver of a car that struck and killed a pedestrian in the city’s west end on Monday morning was trying to get out of the",OPT,354
In the office,In the office the two most important things to avoid is that you will not find any of them and they may have other uses to you. Try to think of a little of them and try to think of something else while working.,GPT-2,194
As day began,"As day began, many people saw the group coming; about 40, but no one else knew. The group was led by one of the elders. We asked his name, what to expect, and what to say.",GPT-2,5
In the kitchen,"In the kitchen, the most important thing is the stove. It is the heart of the kitchen. The stove is the most important equipment in the kitchen. It is the most important equipment in the kitchen.",Falcon-7B,181
The sauce simmered,The sauce simmered on the stove for over an hour and then I got out of the way. The cat was already asleep curled up in a ball in the middle of the couch.,GPT-Neo,544
The ice melted,"The ice melted quickly. The water was freezing cold for a small amount of time. However, the area around the lake was so bright that the snow was quite dark. The water was so hot that the air was extremely hot.",GPT-2,452
She stood up,She stood up and leaned against the door frame. She wanted to close her arms across her chest but could not.,GPT-Neo,274
"Gently, she touched","Gently, she touched the skin of her face and said, “You’re not the only one who’s been in trouble.”
“You’re not the only one who’s been in trouble,” she said.",BLOOM,102
In the corridor,"In the corridor of the new building, there is a small room with a small table and chairs. It's a place to sit and relax. It's not a place to study. It's a place to relax.",OPT,163
The tea steamed,The tea steamed in the oven for about 20 minutes. The tea was then poured into a glass jar and kept in the fridge for about an hour.,BLOOM,579
She scored the,"She scored the goal that won the game for us.
I think that was the point of the post.",OPT,264
As they created,"As they created the first ever 3D printed gun, Cody Wilson and Defense Distributed were met with a lot of criticism.",Falcon-7B,32
As dawn broke,"As dawn broke over the city of Aleppo, the Syrian army and its allies advanced on the rebel-held eastern part of the city, seizing the strategic airport and the strategic town of Saraqeb.

The Syrian army and its allies advanced",OPT,4
He looked up,"He looked up at the sky and said, ""I'm not going to let you take me away from my family.""
I'm not going to let you take me away from my family.",OPT,118
As they smiled,"As they smiled, the other kids moved in to chat nervously. I knew I was being watched. Just the same.

""What you're doing here tonight is illegal,"" the male said, and I shrugged.",GPT-2,58
The flower bloomed,"The flower bloomed in the spring,
The flower bloomed in the summer,
The flower bloomed in the fall,
The flower bloomed in the winter,
The flower bloomed in the spring,
The flower bloomed in",Falcon-7B,430
The clock ticked,"The clock ticked endlessly for the rest of the night. After more than 20 minutes of waiting, the man in the suit finally emerged from the booth. He wasn't wearing a mask. He walked slowly toward the door.",GPT-Neo,372
"Carefully, she placed","Carefully, she placed the box on the table and then placed the box on the table.
I'm not sure if you're being sarcastic or not, but I'm pretty sure that's what she did.
I'm not being sarcastic",OPT,86
"Quietly, he entered","Quietly, he entered the dark and silent corridor without the slightest
suspicion of the nature of his surroundings.

""Is there any way out of here, do you think?"" he wondered aloud to himself.

The",GPT-Neo,217
The system hummed,"The system hummed, the sound of a dozen voices humming together like bees working together. No one knew it yet, but at least three hundred people would get inside an elevator as the doors shut.",GPT-Neo,578
The dog wagged,"The dog wagged his tail and barked.
The dog wagged his tail and barked. “I’m hungry,” he said. “I’m hungry,” he said.",Falcon-7B,400
"Carefully, she lifted","Carefully, she lifted the child out of its basket, and with her other hand she
unfolded the _portrait d'autrui_; and she looked down at the little face
which looked up at her with love and",GPT-Neo,84
In the park,"In the park, the trees are still bare, but the grass is green and the flowers are blooming.
The sun is shining and the birds are singing.
It's a beautiful day to be outside.
I'm going to enjoy",Falcon-7B,196
The leaves rustled,The leaves rustled and the flowers were still blooming. The flowers were still blooming. The flowers were still blooming. The flowers were still blooming. The flowers were still blooming. The flowers were still blooming.,BLOOM,470
She stirred the,"She stirred the mixture as well as she could, but he still moved his hand from side to side, trying to see how far apart the two holes were, how thick they were, and if there was any kind of a seal at all on the",GPT-Neo,273
"Gently, she massaged","Gently, she massaged his balls.
I'm not sure if I should be laughing or crying.",OPT,95
With a waft,"With a waft of pungency, the smoke of the burning incense drifted over us and wafted up into our room, the smell of it bringing us back to the age of our grandparents.

A small, thin man,",GPT-Neo,661
As they harmonized,"As they harmonized on the stage, the audience was transported to a different time and place.
The “Songs of the Civil War” concert, held at the First Presbyterian Church in downtown Charleston, was a part of the Charleston Symphony Orchestra",Falcon-7B,43
"Quietly, he whispered","Quietly, he whispered. ""The whole world could hear you.""

""Then it's only that _he_ could."" I was almost out of breath.",GPT-Neo,223
The dog barked,"The dog barked, then barked again. The owner stopped running, then barked again. The dog jumped up and barked again. The owner stopped running, and barked again. The dog jumped up and barked again.",GPT-2,397
He whispered her,"He whispered her name, and she opened her eyes.
""I'm here,"" he said, and she felt his lips on her forehead.
""I'm here,"" he said again, and she felt his lips on her cheek.",Falcon-7B,145
The smoke cleared,"The smoke cleared, and I was left alone, in a world I knew I had to stop.

I was supposed to be on the job at 4:00 am. Instead, the sun had already been up for hours.",GPT-Neo,552
As time passed,"As time passed, I realized that I was not going to be able to get a job in the field I wanted to work in. I was going to have to settle for a job in a field I didn't want to work in.",OPT,67
The bell rang,"The bell rang twice, ""Hurry!""

The woman looked confused for what seemed like an eternity, but then felt some sensation, even worse than when she looked at him.

He sighed and took off.",GPT-2,323
The spell cast,The spell cast on Harry Potter was almost complete as the potion of immortality changed the character's memories of Harry Potter into what they would have been the day Draco entered Hogwarts.,GPT-2,561
"Silently, she crept","Silently, she crept into the room, and sat down on the edge of the bed.
She was wearing a black dress, with a black ribbon tied around her waist.
She had a black ribbon tied around her neck, and a",OPT,281
As they listened,"As they listened to the group discuss the matter, they were greeted with a flurry of questions.

First up, Isiah said: ""Do you think the church is okay with the church being gay?",GPT-2,46
"Slowly, he breathed","Slowly, he breathed a sigh of relief… he felt the tears fall down his cheeks and he began to sigh again.

The pain from the sword was overwhelming… he was not one to fight easily… but he never let this stop him",GPT-2,284
The land provided,"The land provided a better place to be born - the first place that no family has come from."" As a young man, she saw her mother growing up, to the point where she became a nun and a member of nuns for many years.",GPT-2,465
The candle flickered,"The candle flickered in the darkness.
The candle flickered in the darkness.
The candle flickered in the darkness.
The candle flickered in the darkness.
The candle flickered in the darkness.
The candle flickered in",Falcon-7B,347
He cast the,"He cast the spell for some time, but he died in a fight and the sorcerer's life was shattered. The new mage had given his name to his former self, who had learned from the great sorcerer that he could still retain his humanity.",GPT-2,105
In the pizzeria,"In the pizzeria, the food is served in a variety of dishes, including Italian, French, and Spanish. The menu is also available in a variety of sizes, including small plates, medium plates, and large plates.",BLOOM,197
In the lobby,"In the lobby of the hotel, I met a man who was a friend of my father's. He was a doctor, and he had been a friend of my father's for many years.",Falcon-7B,186
The guitar hummed,"The guitar hummed along while the bass wobbled, and the music grew more and more varied, so long as everyone knew who was singing.",GPT-2,445
As they read,"As they read the reports into the courtroom on Monday, the parents of the woman who allegedly hit Rodriguez said, ""I don't have any regrets about this at all,"" adding the daughter was a ""good student.""

According to court documents,",GPT-2,53
The ice cracked,"The ice cracked and the water froze.
I think you mean the ice melted and the water froze.
I think you mean the ice melted and the water froze.
I think you mean the ice melted and the water froze.
I",OPT,449
As night fell,"As night fell around the city of London, British police were on the ground preparing for the biggest night of their policing history while they waited for the signal to attack.",GPT-Neo,15
With a grin,"With a grin, she turned towards me again and began to remove her bra and jeans.

""The first time we ever fucked was on the beach in Greece, and it was a beautiful day. That was in February.",GPT-Neo,638
The smell of,"The smell of a freshly baked bagel.
I love the smell of a freshly baked bagel.",OPT,551
She scored the,"She scored the 100th goal in club history last season, when he got the only goal in Liverpool’s Premier League victory over Tottenham on April 14.",GPT-Neo,264
With a shrug,"With a shrug, he said, ""I don't know. I'm not a scientist.""

""I'm not a scientist either,"" I said.",OPT,647
The radio played,The radio played an interview with Obama at the White House Wednesday. Obama told reporters that the president was pleased and in favor of raising the minimum wage.,GPT-2,527
The program ran,"The program ran once every week and he watched his videos while on the bus home and on the way to school. They included the following:

Loretta Young.",GPT-Neo,524
The flag waved,"The flag waved in the air, and the men were
shouting and shouting, and the women were laughing and singing.

The men were all in the same mood, and the women were all in the same
mood.",BLOOM,427
As they sipped,"As they sipped their coffee, the two men sat in a small room, surrounded by a few chairs and a table.

The room was dark, and the men were talking quietly.

""I'm not sure what you're",OPT,57
As they centered,"As they centered on the core of the galaxy, the galaxies were not as well separated as they were in the outer regions. The galaxy clusters were not as well separated as they were in the inner regions.",BLOOM,28
He whispered her,"He whispered her blessing, and followed out of the room as an apparition passed by.

Her feet were coated in mud-cleats that had become dirt, and every one of the seven servants of the Lord held the Lord of Favor in",GPT-2,145
As the wind,"As the wind blows, the leaves fall, and the temperature drops, it’s time to start thinking about winterizing your home.
The best way to keep your home warm and cozy during the winter months is to make sure your home is properly",Falcon-7B,21
In the stable,"In the stable condition at the site of the accident, the firefighting activity was carried out by two separate crews, one working with the fire brigade of the city of Gjøvik municipality and another with volunteers from other municipalities, who came to the",GPT-Neo,205
With a nod,"With a nod to Marvel Comics' newest Avengers movie (in fact, it looks like the movie could become the most successful superhero movie ever to launch on Hollywood's screens) and one of the most exciting, though very strange, releases since Thor: Ragnarok",GPT-2,644
The portrait emerged,"The portrait emerged in the early 1990s, when the artist was asked to paint a portrait of the Queen of England, Queen Victoria, in the Royal Academy of Arts in London.",BLOOM,522
She danced to,"She danced to the beat of her own drum.
She was a free spirit.
She was a free spirit.
She was a free spirit.
She was a free spirit.
She was a free spirit.
She was a free",Falcon-7B,239
The candle glowed,"The candle glowed brightly and gave her a wink and a smile before slipping back into the bedroom. She did not feel any anxiety about coming home, but her mother never seemed to want to do anything.",GPT-2,348
The sun set,"The sun set on the last day of the year, and the last day of the year was the last day of the year.

The sun set on the last day of the year, and the last day of the year was the last",OPT,574
With a frown,"With a frown across his face, he asked how long it'd been at the zoo.

Sitting there on the couch, there was an air of confusion in the silence.",GPT-2,635
As they played,"As they played the game of fantasy football, the team's offensive struggles made it hard for them to do much.",GPT-2,50
"Quietly, she moved","Quietly, she moved through the house, her feet barely touching the floor. She was a shadow, a ghost, a wraith.",Falcon-7B,227
"Gently, she pushed","Gently, she pushed her way through the door and into the living room. She was so happy to see her new friend. She was so happy to see her new friend. She was so happy to see her new friend.",BLOOM,98
The rain drummed,"The rain drummed against the roof of the wagon before it lurched forward into a slow, muddy crawl.

At the end of the row, a soldier pointed up where the sun seemed to be, as if it were on fire.",GPT-Neo,530
The details emerged,"The details emerged as the government announced a £1.5bn package of measures to help the industry, including a £1bn loan guarantee scheme and a £500m fund to help firms with cash flow problems.
The measures were unveiled by business",Falcon-7B,396
The rooms echoed,"The rooms echoed with the sound of the wind and the rain. The windows were open, and the curtains were flapping in the breeze. The rain was coming down in sheets, and the wind was blowing the rain in through the open windows.",Falcon-7B,541
She reached for,"She reached for the door handle, but he stopped her. ""I'll walk you to your car.""
""I'm not afraid of you, Mr.",Falcon-7B,260
He looked away,"He looked away from the man who had been his father for so long. He had been a man of
good character, and he had been a man of good character.",BLOOM,115
With a clink,"With a clink to the head, a pair of scissors cut up several pieces of bread, turning them into a thin layer.",GPT-2,630
The water rippled,"The water rippled around his body.

The rest of the world was calm and quiet, then the air started to rise up into a dark haze.",GPT-2,599
The door closed,"The door closed behind her.

Gideon, I think, must have turned to look at her.",GPT-Neo,402
The smoke cleared,"The smoke cleared and the sun was shining brightly.
The sun was shining brightly and the smoke was clearing.
The sun was shining brightly and the smoke was clearing.
The sun was shining brightly and the smoke was clearing.
The sun",OPT,552
She held her,"She held her breath for a second, then let it out.

The woman, who was in her 60s, was found dead in a pool of blood in a home in the city’s west end on Wednesday.",OPT,247
As they watched,"As they watched the police slowly make their way down the street, the crowd began to chant: ""Freedom! Freedom!"" The chants rang out in rhythm and continued for nearly a minute.",GPT-Neo,66
In the library,"In the library, I have a book called ""The Art of the Deal"" by Donald Trump. I read it in high school and it's still one of my favorite books.",OPT,184
With a click,"With a click, the new device can be used to record a video and send it to someone else.



""We have the capability to send a single copy of video and data without having to send multiple copies,"" said Nix.",GPT-Neo,629
The wind whispered,"The wind whispered through the trees, and the leaves rustled as they danced in the breeze. The sun shone down on the forest floor, and the birds sang their songs.",Falcon-7B,611
As they explored,"As they explored the possibility of doing a cross-gender test, they found that the best solution was to simply write a separate test for the genders of the genders they were assigned in the interview.",GPT-2,40
The leaves rustled,The leaves rustled and the flowers were still blooming. The flowers were still blooming. The flowers were still blooming. The flowers were still blooming. The flowers were still blooming. The flowers were still blooming.,BLOOM,470
