xi,xj,LLM_model,prompt_id
With a sigh,"With a sigh I set my phone down to my bedroom and pulled out about a quarter inch thick tape. ""Do what little you can think of. That's all, I think."" The only note of this tape was that it contained some sort of",GPT-2,648
With a smile,"With a smile, he said, “You’re not the only one.”
“You’re not the only one.”
“You’re not the only one.”
“You’re not the only one.”
“You’re",BLOOM,649
The crop yielded,"The crop yielded two or three times the amount of hay. We would still have all our other livestock and our family on hand and would be perfectly comfortable, but I would be out of the field for a few days, taking the dogs out for a",GPT-Neo,381
With great care,"With great care, I have been able to make a few changes to the site. I have added a few new features, and I have added a few new pages. I have also added a few new links to the site.

I",OPT,666
He stepped forward,"He stepped forward and took a step back.
He stepped forward and took a step back.
He stepped forward and took a step back.
He stepped forward and took a step back.
He stepped forward and took a step back.",OPT,133
With a sigh,"With a sigh of relief, I looked at the other two. They were all in the same boat, and I was glad to see them. I was glad to see them, too, because I was glad to see them. I was glad to",BLOOM,648
The curtain moved,"The curtain moved on.

We sat back with the girls, chatting. One of them spoke the words 'I'm the one'.

Everyone thought that the girl's name had already been revealed, so they tried to silence her. But",GPT-2,388
The flower swayed,"The flower swayed in the breeze, the leaves were green and the grass was green.
The sun was shining, the birds were singing, the flowers were blooming.
The birds were singing, the flowers were blooming, the sun was",OPT,431
The flower swayed,"The flower swayed in the wind, and the wind swayed in the flower. The flower swayed in the wind, and the wind swayed in the flower. The flower swayed in the wind, and the wind",BLOOM,431
The chemicals reacted,"The chemicals reacted with the water to form a gas.
The gas was released into the atmosphere.
The gas was released into the atmosphere.
The gas was released into the atmosphere.
The gas was released into the atmosphere.
The gas",Falcon-7B,364
In the square,"In the square, there is a place called the ""Bread and Butter"" that has a great selection of sandwiches.",OPT,204
With applause,"With applause, the audience applauded the performance of the band, and the band performed a song called “My Life Is A Dream”. The band performed a song called “My Life Is A Dream”. The band performed a song called “",BLOOM,664
In the safari,"In the safari, we were able to see the largest elephant in the world, the largest elephant in the world, the largest elephant in the world, the largest elephant in the world, the largest elephant in the world, the largest elephant in the world",BLOOM,199
"Gently, she touched","Gently, she touched the tip of her tongue to the head of his cock.
""Oh, God,"" he groaned, his hands tightening on her head.
She licked the head again, then took him into her mouth.
He was",Falcon-7B,102
The solution changed,"The solution changed in the next step,"" Tromper said. ""There didn't need to be two different types of car in a vehicle and it can only go so far when there are other options. The way we have gone with this is the",GPT-2,559
Sitting by the,"Sitting by the pool with my dog.
I love dogs.",OPT,282
The swing creaked,"The swing creaked and the door opened. The man was standing in the hallway, his face covered with a mask. He was wearing a mask, and his face was covered with a mask. He was wearing a mask, and his face was",BLOOM,576
The rain drizzled,"The rain drizzled against the snow so hard that the snowshoes kept on falling, breaking their skates and scattering rocks across the snow. Two people, all young male firefighters, ran after the snowdrifts and managed to pull them out",GPT-2,529
As they shopped,"As they shopped at Zara in the Old Town in Belgrade, Jelena and her sister had noticed a familiar name stamped on the bottom of a shoe: Irena, a high-school friend Jelena had lost contact with",GPT-Neo,56
He whispered her,"He whispered her name in his sleep.
I'm not sure if I should be laughing or crying.",OPT,145
She discovered the,"She discovered the extent of her husband's secret life when she began a series of erotic letters with a fellow writer.



She discovered the extent of her husband's secret life when she began a series of erotic letters with a fellow writer.",GPT-Neo,241
With a frown,"With a frown on his face, he pointed his finger at Driskel. ""Did you tell him about the money?""

""Why should I have told him about it?""

""Because you're the one who wanted the money.""",GPT-Neo,635
"Slowly, she breathed","Slowly, she breathed hard as she held her head against his shoulder. In a short, almost whispery voice, a bright flash of light filled her vision. She blinked, blinking in wonder. Then her eyes shot back upward. On his chest",GPT-2,295
The guitar hummed,"The guitar hummed, and the music was playing. The music was playing, and the guitar hummed. The music was playing, and the guitar hummed. The music was playing, and the guitar hummed. The music was playing, and",BLOOM,445
The book fell,"The book fell on my lap. A long, black, oversize, battered paperback. It was on a shelf beside a glass case filled with old glass animals. I picked it up. I flipped it open, and I knew I was going to",GPT-Neo,332
With a nod,"With a nod to the past, the new ‘Star Wars’ trilogy is a return to the roots

The new “Star Wars” trilogy is a return to the roots.

The new “Star Wars�",OPT,644
With a nod,"With a nod to the book's character, ""the best one ever, Mr. Seuss"", the protagonist finally meets Marlowe, a former CIA agent who now works at an organization that specializes in protecting terrorists and killing people from the outside world",GPT-2,644
"Gently, he stroked","Gently, he stroked a couple of buttons on the back of his coat coat. Then, it felt like he was going to touch some buttons…

A few seconds later, a doorbell rang and Nick was already there. ""Hey",GPT-2,90
The rain ceased,"The rain ceased, and the wind was blowing in the direction of the
winds. The sun was shining, and the clouds were falling. The wind was
still blowing, and the clouds were falling. The sun was shining, and
the",BLOOM,528
The instrument sang,The instrument sang the song “My Heart Is A Dream” by the Beatles. The song was sung by the singer and songwriter John Lennon. The song was sung by the singer and songwriter John Lennon. The song was sung by the singer and,BLOOM,456
The camera focused,"The camera focused on the camera's main lens, which was a Canon EOS 5D Mark II. The camera was mounted on a Canon EOS 5D Mark II, which was a Canon EOS 5D Mark II. The camera was mounted",BLOOM,343
In the attic,"In the attic of our house stood an ancient bookcase. This room, in itself, is an amazing and unusual find, because it was very small and had no other uses than storing books. My parents made sure that it was never broken, because",GPT-Neo,148
She sipped the,"She sipped the chocolate slowly. ""I know. But it's no use. I'm afraid. I have to be afraid.""

""You know what's wrong and you still want to talk about it,"" Jules said. ""It",GPT-Neo,267
The curtain moved,The curtain moved on a starry-eyed performance by the United States. Its army of volunteers had performed with a verve and a zest that would have embarrassed an army of well-trained professional fighters. The result of a massive effort to recruit,GPT-Neo,388
As they rehearsed,"As they rehearsed, the young girl could sense an undercurrent of fear that the men below them were not afraid of her.

They’d taken the body and placed it on a makeshift table between them, a few feet away from",GPT-Neo,54
The notes danced,"The notes danced in the background, and the music was played by the band. The audience was invited to join in the fun and the music was played by the band. The audience was invited to join in the fun and the music was played by",BLOOM,502
He looked up,"He looked up and saw how he could still feel it in his chest. It wouldn't be any different than any other morning when he slept in his wheelchair.

""I think there's something real there,"" he said. ""Something real.",GPT-2,118
He looked around,"He looked around, as if he was going to say something, then decided to be quiet and asked, ""Your friend is a friend?""

""He's my brother. How did you know?""

""I saw him with your friend",GPT-Neo,114
With a poof,"With a poof of smoke, the 2018-19 season is officially over.
The New York Rangers were eliminated from the Stanley Cup Playoffs on Saturday night, falling to the Carolina Hurricanes in Game 7 of their Eastern Conference First",Falcon-7B,646
The results appeared,"The results appeared to be consistent with the hypothesis that the observed effects were due to the presence of a single, highly specific, and highly selective, receptor for the GABA A receptor subunit. The results also suggest that the GABA A receptor sub",BLOOM,535
As they laughed,"As they laughed and joked, the two men were unaware that they were being watched by a man who had been following them.
The man, who was armed with a knife, approached the two men and demanded their money.
The two men refused",Falcon-7B,45
In the library,"In the library, where I'm a volunteer, I have a table containing the names and classifications of the books for the entire library. The classification of each book is provided by the library's librarians, who each work with a different faculty",GPT-Neo,184
The water splashed,"The water splashed up and over the sides of the boat, soaking the two men. The boat rocked and swayed, and the men clung to the sides, trying to keep their balance.
""I'm going to be sick,"" one of",Falcon-7B,600
The crowd gathered,"The crowd gathered on the lawn of the home of Sen. Ted Cruz, R-Texas, after a private family meeting of the candidate and his supporters on Monday night and Tuesday morning to prepare, as was their custom during the presidential campaign.",GPT-Neo,383
In the garden,"In the garden, the first of the spring bulbs are beginning to flower. The crocus are out, and the snowdrops are in full bloom. The daffodils are just beginning to open, and the tulips are not far",Falcon-7B,177
The phone buzzed,The phone buzzed. The man was a man of the world. He was a man of the world. He was a man of the world. He was a man of the world. He was a man of the world. He was a man,BLOOM,514
She fixed the,"She fixed the problem.
She fixed the problem.
She fixed the problem.
She fixed the problem.
She fixed the problem.
She fixed the problem.
She fixed the problem.
She fixed the problem.
She",OPT,244
The car stopped,"The car stopped at a black curb with a small sign that looked like a license plate:

ROC

I thought it was an old-fashioned parking meter, like I had seen in New York. But I was wrong. It was",GPT-Neo,355
"Gently, she placed","Gently, she placed her arms around her boyfriend's back without being noticed, grabbing his back. She said: ""I think he is so upset that I don't say anything. He says 'It was an accident' but I say it's",GPT-2,96
The waves lapped,"The waves lapped at the shore, and the sun shone brightly.
The waves lapped at the shore, and the sun shone brightly.
The waves lapped at the shore, and the sun shone brightly.
The waves lapped",OPT,604
In the cellar,"In the cellar, there are four or five large black boxes that are hidden under dark boxes. As the smoke rises in the basement, one box is broken, and the others remain empty. Inside every box, one or two people are left standing.",GPT-2,158
In the crowd,"In the crowd of the 2018 World Cup, the “Golden Boot” is the most coveted award. The Golden Boot is awarded to the player who scores the most goals in the tournament.
The Golden Boot is a prestigious award that is",Falcon-7B,166
The camera clicked,"The camera clicked and the sound of a shutter shut down in her life. A small tear formed in her eye as she watched herself turn into a baby.

“Are you happy?”

Kneeling, she kissed her",GPT-Neo,341
She turned away,"She turned away from the camera and looked at me.
I'm not sure if I should be happy or sad that you got to see her face.
I was happy.",OPT,276
The door creaked,"The door creaked open, and the man in the white suit stepped out. He was wearing a black jacket, a black hat, and a black leather jacket. He was wearing a black leather jacket, a black hat, and a black leather jacket",BLOOM,403
The story unfolded,"The story unfolded in a rural community in the town of Pomeroy, a quiet, rural community in the northeastern corner of South Dakota. The night was dark. Four men sat about a half mile from town, drinking cups of wine and watching the",GPT-Neo,570
The rain drizzled,"The rain drizzled on a drenched street in downtown San Francisco, a city that usually does not see a drop in rain until early in the morning. For several hours, it had turned to mush as it fell on the city’s",GPT-Neo,529
With a smile,"With a smile on his face, the man who has been in the spotlight for the past few months, has been spotted in the company of his wife and daughter.

The actor, who is currently shooting for his upcoming film, ‘",OPT,649
The moment passed,"The moment passed.
""I'm sorry,"" she said. ""I'm not used to having people around. I'm not used to having to be polite.""
""I'm not used to having to be polite,""",Falcon-7B,488
The stone revealed,"The stone revealed a ""very large"" 2.5-metre-long (8-foot-long) crocodile, which was found in the belly of a ""very large"" 3.5-metre-",Falcon-7B,567
The curtain moved,"The curtain moved on the first day of the new season of the hit show, and it was a big one.

The first episode of the new season of “The Voice” featured a new coach, a new coach, and",OPT,388
He lifted the,"He lifted the heavy oak club in his hands, notched the handle and drove it through the heavy, wooden doors of the building.

""Doing good work, son. And you just stand there, admiring yourself in the eyes.""",GPT-Neo,113
The camera clicked,"The camera clicked to its heart's content when the picture was taken by an unidentified man, with a few others playing it. It didn't stop there. The video shows two men sitting in a car, looking directly at a person in the next picture",GPT-2,341
The moon rose,The moon rose and the stars were shining. The sun was shining and the stars were shining. The moon was shining and the stars were shining. The moon was shining and the stars were shining. The moon was shining and the stars were shining. The,BLOOM,490
The flag waved,"The flag waved in the wind, the sun shone, and the crowd cheered.
The 2018 World Cup kicked off in Russia on Thursday, and the opening ceremony was a celebration of the host country’s culture and history.
The opening",Falcon-7B,427
With a gasp,"With a gasp, I realized that I had been holding my breath. I let it out in a rush, and then I felt the tears start to flow. I had been holding them back for so long, and now they were coming out in a",Falcon-7B,637
"Gently, he touched","Gently, he touched the end of my penis and tried taking my cock deeper. This made me feel so good and so fucking hot and fucking hot. He wanted me to stop fucking me. He could feel my pussy pulsing, throbbing and",GPT-2,92
As they chatted,"As they chatted, I noticed that they were all wearing the same clothes. I was surprised to see that they were all wearing the same clothes. I was surprised to see that they were all wearing the same clothes. I was surprised to see that",BLOOM,29
"Slowly, he turned","Slowly, he turned back and grabbed her arms, pulling down her shirt with one hand and freeing her hands with the other. He kissed her throat and neck, lightly kissing the skin near her mouth and her shoulder. And then he kissed her.",GPT-Neo,292
"Carefully, he wielded","Carefully, he wielded a sword.
He was a master swordsman.
He was a master swordsman.
He was a master swordsman.
He was a master swordsman.
He was a master swordsman.",OPT,80
In the lake,"In the lake, the water is so cold that it freezes the ice.
I'm not sure if you're joking or not, but that's not true.
I'm not joking. I've been to the lake.
I'm",OPT,183
The storm brewed,"The storm brewed up in the late afternoon, and by the time we got home, it was blowing and raining hard. The wind was blowing so hard that it was hard to stand up. The rain was coming down sideways.
We had a nice",Falcon-7B,568
The wildlife thrived,"The wildlife thrived in the area, and the people were happy.

The people of the area were happy.

The people of the area were happy.

The people of the area were happy.

The people of",OPT,607
The door slammed,"The door slammed open at the rear windows.

Shannon turned around. It was dark and icy, and I could hear someone in the other room talking with her. I glanced back to see two men in full military uniforms, their backs to",GPT-2,405
The gavel fell,"The gavel fell on the first day of the trial of the century.

The jury in the trial of the century, the trial of the century, the trial of the century, the trial of the century, the trial of the century",OPT,438
As time passed,"As time passed, I realized that I was not going to be able to get a job in the field I wanted to work in. I was going to have to settle for a job in a field I didn't want to work in.",OPT,67
With a smile,"With a smile on his face, the man who has been in the spotlight for the past few months, has been spotted in the company of his wife and daughter.

The actor, who is currently shooting for his upcoming film, ‘",OPT,649
"Slowly, he turned","Slowly, he turned. ""It's all over the place. I mean, I know, if some random stranger saw your face, he'd be able to see that his friends in a restaurant would have been out of their depth, too.""",GPT-2,292
As day ended,"As day ended, the world was still in shock.

The United States had just been hit by a devastating terrorist attack, and the world was still reeling from the shock.

The world was still in shock.

The United",OPT,7
He looked back,"He looked back at her in his sleep. The young girl took a moment to calm herself down and then she nodded.

""So you're on holiday and have something to tell us?""

She nodded, not speaking in a way that",GPT-2,116
As night deepened,"As night deepened, the sun was rising, and the
winter was coming. The wind was blowing, and the clouds were
thundering. The sun was shining, and the clouds were falling. The
wind was blowing, and",BLOOM,14
"Carefully, he sliced","Carefully, he sliced up the old cowl from his hand, and said, ""Don't use any of this to scare. You'll be able to fix it."" Then he pointed down at the stone, and he grinned, ""Thank you",GPT-2,78
The cat purred,"The cat purred again and curled beside her, keeping her warm.

""I've taken a step toward your life and my life. I would like to tell you more, but you have questions, so I will hold back. If I",GPT-Neo,359
The baby cooed,The baby cooed and the baby cooed and the baby cooed and the baby cooed and the baby cooed and the baby cooed and the baby cooed and the baby cooed and the baby,BLOOM,314
The music played,"The music played by the musicians and the instruments were not the usual ones used by the military. As for the dancers, they were dressed differently and were not allowed to hold the weapons that were carried by the other soldiers. All this was in preparation for",GPT-Neo,496
With a laugh,"With a laugh, the man said: ""I'm not going to be a politician. I'm not going to be a politician. I'm not going to be a politician.""

The man who has been a political figure in the United",OPT,642
In the pantry,In the pantry was a tiny tin pot and a few wooden buckets filled with cooking oil. An old wooden pot that looked much like an old wooden toilet might have looked much different: an extremely large stone pot that looked far thicker than usual and a,GPT-2,195
"Slowly, he breathed","Slowly, he breathed in and out, trying to get the air out of his lungs.
He was trying to get the air out of his lungs.
He was trying to get the air out of his lungs.
He was trying",OPT,284
In the distance,"In the distance, the sound of a train whistle.
The sound of a train whistle.
The sound of a train whistle.
The sound of a train whistle.
The sound of a train whistle.
The sound of a train whistle",Falcon-7B,169
The dough rose,"The dough rose overnight in the fridge, and I took it out to warm up and rise again for about 2 hours before baking. I used a 9x13 pan, and it was a little too big. I think I'll use",Falcon-7B,407
The data revealed,"The data revealed that the average age of a person who has died from the virus is now 78.

The average age of a person who has died from the coronavirus in the UK is now 78, according to official figures.",OPT,391
As they argued,"As they argued with each other, their eyes locked for a brief moment like two souls in a dark room, then they looked away.

""I see,"" said Mr. Hines. ""It was probably a bad choice.""

""",GPT-Neo,24
The moon glowed,The moon glowed in my bedroom window. I’m a sucker for the moon. It’s my favorite night sky—the only one I’m allowed to gaze at alone. It also happens to be my favorite time of,GPT-Neo,489
As they centered,"As they centered the world power that would shape the future and then crush it, the Nazis used the latest technology to achieve their dream of total war. They had state-of-the-art bombers, guided missiles, precision radar, and, above",GPT-Neo,28
In the classroom,"In the classroom and the bedroom, it’s easy for parents to forget about one of the most important aspects of a child’s education: teaching them about the world around them, and in no way do I mean that in a dispar",GPT-Neo,159
As day broke,"As day broke, the first of an estimated 800,000 demonstrators marched across the capital, Moscow, to protest against the government's new laws.

The new laws include a ban on religious groups, the use of the term ""gay"" to",GPT-Neo,6
The curtains fluttered,"The curtains fluttered but there were tears in their eyes.

""It's not what you think,"" the older girl said. ""I'm not a thief… That's just not right. People like to steal. I was just a very",GPT-2,390
The river rushed,"The river rushed along the banks of the mighty Ganges and the Ganges itself is a river of love and peace, and so we would like to invite you all to our place of worship on August 13th, 2015. We would like to have",GPT-Neo,539
The fire roared,"The fire roared through the night, and the flames were so bright that they could be seen from miles away. The fire was so hot that it melted the metal of the fire truck. The fire was so hot that it melted the metal of the fire",Falcon-7B,423
The clock struck,"The clock struck 11 a.m., when a man ran in all directions from the parking lot to the school yard to catch his bus to work.

Advertisement

""I don't really know what he was doing there, but he wasn",GPT-2,371
The rain stopped,"The rain stopped, and the wind was blowing in the direction of the sun. The sun was shining brightly, and the clouds were falling. The wind was blowing in the direction of the sun, and the clouds were falling. The wind was blowing",BLOOM,534
As they ran,"As they ran, the two men were joined by a third, who was carrying a rifle.
The third man was a tall, thin man with a long, thin face and a long, thin nose.
He was wearing a black suit and",Falcon-7B,52
He discovered the,"He discovered the next day that, unlike many of his predecessors, he had been subjected to an unprecedented amount of sleep deprivation.

The doctor, a man named Richard, was on duty at the time at a medical clinic in Melbourne's Chinatown.",GPT-2,110
The flag waved,The flag waved above Parliament House in London. The image shows a black police officer in a white police uniform. The French flag is in the background. A red flag flies above Parliament House in Berlin. A banner read ''All hail the French'. Some,GPT-2,427
"Slowly, he turned","Slowly, he turned his head to look at her.
""I'm sorry, I didn't mean to make you feel uncomfortable.""
""It's okay, I'm not offended.""
""I'm not offended either.""
""",OPT,292
As they listened,"As they listened and watched, he explained, ""This place was my father's. When he died, he left it to me and my family. We all lived here.""

She had to sit down. There was a sudden hush,",GPT-Neo,46
As spring bloomed,"As spring bloomed on the prairies, I read in the newspapers of the great
mining boom in South-East America, and the new fortunes being made in
Australia. It seemed to me that, in the interest of civilization and
science",GPT-Neo,19
The waves crashed,"The waves crashed with a tremendous noise, and the spray of water rose in mighty mountains at the very base of the cliff. And over the great distance flew the sea glides the sea glides, and the waves rolled in thunder, and the great",GPT-Neo,603
As dawn broke,"As dawn broke over the city of New Orleans, the first of the rescue workers arrived. They were greeted by a scene of utter devastation. The city was a sea of mud, with the water level still rising. The rescue workers were greeted by the",Falcon-7B,4
The secret revealed,"The secret revealed: The secret to a happy marriage

The secret revealed: The secret to a happy marriage

The secret to a happy marriage is to be a good listener.

That’s the message from a new study",OPT,546
"Gently, she erased","Gently, she erased the note and made a little note of it, and then asked:

'And what about the boy's friends – do you know anything?'

I was surprised that she'd asked about the boys' friends.",GPT-Neo,93
The whiteboard filled,"The whiteboard filled with information regarding some of the ""real"" and ""fake"" things being peddled on social media, such as this post from a white supremacist Twitter account, which called a New Yorker ""a whore for wearing that red sweater""",GPT-2,606
With a smile,"With a smile on his face, he said ""My mother's family, you can find her and she'll be there next."" The boy was taken away for observation.",GPT-2,649
She practiced the,"She practiced the craft of the flute in the New Orleans area and is an accomplished cellist. She currently teaches cello and piano at the International School of Music in New York City. She also has two children, including a daughter born with an",GPT-Neo,256
The view expanded,"The view expanded to include the entirety of the city, including the city’s main streets and the city’s main waterways. The city’s main streets were divided into two sections, the first section being the main street of the city, the second",BLOOM,597
As spring arrived,"As spring arrived, I was left with two short, soft little pears, which, in my opinion, should have been much more pleasing to the palate than the ""soft"" one. I have enjoyed them in their natural, natural, and wholes",GPT-2,18
In the concert,"In the concert, which was conducted by The Wounded Warrior Band, Bibi said the show will be held at YMFA.

Tatiana Bibi, who has made a career out of her role in the upcoming music video and",GPT-2,162
In the pantry,"In the pantry, I have a jar of peanut butter. I have a jar of peanut butter. I have a jar of peanut butter. I have a jar of peanut butter. I have a jar of peanut butter. I have a jar",OPT,195
The muscles warmed,The muscles warmed up and the skin was soft and smooth. The skin was soft and smooth. The skin was soft and smooth. The skin was soft and smooth. The skin was soft and smooth. The skin was soft and smooth. The skin,BLOOM,494
He read the,"He read the letter three times and then tossed it down on the table to him. He thought he might cry. He had never seen such words of protestation in his life. They were not like the simple and beautiful things that his sisters wrote,",GPT-Neo,125
The door slammed,"The door slammed open and Elsa entered with her arms folded over her body, the smell of sex and anticipation driving her.

""Hello?"" she demanded when the door finally opened.

""You are?"" asked the blonde, standing up to",GPT-2,405
The trophy gleamed,"The trophy gleamed in the sunlight, the gold-plated chain gleamed in the light of the moon.

The trophy was a gift from the people of the city of New York.

It was a gift from the people",OPT,593
As they shopped,"As they shopped around, they found that there were few places where they could find such interesting local recipes and it was only through a few of them that I found another one. I didn't want to spend so much time and money on those things",GPT-2,56
The thunder rumbled,"The thunder rumbled and the rain began to fall.
The rain was a welcome change from the heat and humidity of the day before.
The rain was a welcome change from the heat and humidity of the day before.
The thunder r",OPT,581
The jury listened,"The jury listened to the testimony of 10 witnesses, including the victim, the defendant, and the defendant's mother. The victim testified that she and the defendant had been dating for about a year and a half. She testified that she had been",Falcon-7B,457
He sculpted the,"He sculpted the face of the Statue of Liberty, and he designed the Washington Monument. He was the first American to win the Nobel Prize in Literature. He was a prolific writer, a poet, a playwright, and a novelist. He was also a",Falcon-7B,129
The smell of,"The smell of freshly-baked bread is as ubiquitous in the U.S. as the sound of a child's first cry. Nowadays, the smell of baked bread is often associated with New York City, where the most famous bakers of",GPT-Neo,551
The camera focused,"The camera focused on us, and by extension, all the girls around us. You could see it in the water. Then in the middle of an open field a few seconds later you saw a little boy come around. So we were like, OK",GPT-2,343
With a smile,"With a smile, they walked hand in hand out to their bikes, and turned right onto a narrow path that led them to the river and the beach.

They stopped on the beach, and turned back to each other.

""Don",GPT-Neo,649
"Gently, she stroked","Gently, she stroked her hair and then she looked at him. She was a little nervous, but she was not afraid. She was not afraid of him. She was not afraid of him. She was not afraid of him. She",BLOOM,101
"Quietly, he closed","Quietly, he closed the door behind him and walked down the hall. He was going to have to talk to her. He had to tell her that he was leaving. He had to tell her that he was going to be gone for a",Falcon-7B,215
"Quietly, he hacked","Quietly, he hacked over to your smartphone.

Your phone began to vibrate, or maybe you wanted something done. If not, maybe his computer just went mad and started calling you, and you didn't stop him. You'd",GPT-2,218
In the office,"In the office, we have a large number of employees who are working in the same office. We have a large number of employees who are working in the same office. We have a large number of employees who are working in the same office. We",BLOOM,194
With a gasp,"With a gasp, I realized that I had been holding my breath. I let it out in a rush, and then I felt the tears start to flow. I had been holding them back for so long, and now they were coming out in a",Falcon-7B,637
"Carefully, he sliced","Carefully, he sliced the top off the can and poured the contents into a bowl. He then added a little water and stirred it with a spoon.
""What are you doing?""
""Making a paste.""
""What are you making",Falcon-7B,78
"Carefully, she placed","Carefully, she placed the knife against the skin at the top of his belly and then sliced his flesh open. In a matter of seconds, she was able to see the rest of her work: four deep wounds in the flesh of his chest,",GPT-Neo,86
The sun peeked,"The sun peeked out from behind the clouds and the sky was a deep blue.
The sun was shining brightly and the sky was a deep blue.
The sun was shining brightly and the sky was a deep blue.
The sun was",OPT,572
In the attic,"In the attic of the house where I grew up, there was a closet that was filled with old clothes. I remember my mother telling me that she had saved them for me to wear when I was older. I was always a skinny kid, so",Falcon-7B,148
The train departed,The train departed from the station at 8:30 am. The train was scheduled to reach the destination at 5:30 pm. The train was running at a speed of 60 km/hr. The distance between the two stations was,Falcon-7B,587
She saddled the,"She saddled the horse and rode out of the village. She had no idea where she was going, but she knew she had to get away. She had to get away from the village and the people who had been so kind to her. She",Falcon-7B,261
With a snip,"With a snip of his hand, his mouth pulled back into a feral grin, he stepped into the airlock, then turned, pulling the door closed behind him.

""What was that?"" Tessa asked, suddenly wary.",GPT-Neo,653
"Gently, she stroked","Gently, she stroked the front of his thigh with gentle fingers. ""All right,"" she answered.

He stepped out of the shower, and she followed him into the bedroom. In a few minutes, he took hold of her as",GPT-Neo,101
In the cafe,"In the cafe, the staff was very friendly and helpful. The food was good and the service was excellent. The staff was very helpful and friendly. The food was good and the service was excellent. The staff was very helpful and friendly. The food",BLOOM,154
He read the,"He read the book, and he's a fan of the book.",OPT,125
The sauce simmered,"The sauce simmered 10 seconds less. Remove from heat and allow to cool 5 minutes. Sprinkle with salt and pepper to taste. Place on a platter with a slice of fresh basil and serve. Delicious

3.20 from 8",GPT-2,544
The engine roared,"The engine roared and the engine started. The engine was a little noisy, but it wasn’t too bad. The engine wasn’t too noisy, but it wasn’t too bad. The engine wasn’t too noisy, but it wasn’t too bad",BLOOM,412
"Carefully, she mixed","Carefully, she mixed up the genders.
I think she mixed up the genders.",OPT,85
The code compiled,"The code compiled by these two compilers is identical (apart from the
comments, which are different; the comment in the program is in the
standard C99 format). Compiles and runs cleanly:

$ gcc -o foo",GPT-Neo,374
She crossed the,"She crossed the room, and he moved with her, his hands still in their claws.

_We're being watched._

""It's fine,"" she said. She kept her back to him. ""Just fine.""

""",GPT-Neo,238
The book shut,"The book shut, and I stepped back to collect myself. There was a little crowd around me; they were saying good luck and wishing me good luck. I walked out of the hall, through the front of the hotel, and up through the big",GPT-Neo,333
With a smile,"With a smile, a hug, and a kiss,
I'll be there to help you through the rough times.
I'll be there to share your joys,
And to help you celebrate your successes.
I'll be",Falcon-7B,649
The ice crackled,"The ice crackled slightly, as it came out of the snow. It looked like this and it was coming out of the ice crack to the North.

The snow had dried up, and the trees fell to the side of the road.",GPT-2,450
As they played,"As they played it off and took the game by the horns. They made one huge mistake that set them apart: they tried to block me. Even though I was a little too far away from my teammates, the fans helped me. People were cheering",GPT-2,50
As justice prevailed,"As justice prevailed, the
following day, the governor of the province of the same name, who
was then in the possession of the French, was sent to the
province of the same name, and there was a great deal",BLOOM,10
The sword gleamed,"The sword gleamed in the sunlight. It was a beautiful weapon, a gift from the king of the elves. It was a gift that had been given to him by the king of the elves. It was a gift that had been given to him",Falcon-7B,577
"Slowly, he walked","Slowly, he walked backwards. This time, he walked so fast he couldn't even hear himself. He didn't know what to say, but the next moment, he heard everyone yelling over him. Suddenly the others started to start crying. The",GPT-2,294
The world changed,"The world changed, and the world changed. The world changed, and the world changed. The world changed, and the world changed. The world changed, and the world changed. The world changed, and the world changed. The world changed, and",BLOOM,613
With a sigh,"With a sigh, Misha sat down still. ""So…"" she continued. ""I-I'm sorry, Kiki-chan…"" as she turned and entered the second room.

""What!?"" Misha suddenly screamed.


An",GPT-2,648
"Carefully, she aimed","Carefully, she aimed to make the most of the space. She also wanted to make the most of the light. She wanted to make the most of the space. She wanted to make the most of the light. She wanted to make the most",BLOOM,81
As they encored,"As they encored the first two rounds, the two teams were in a tie for the first round, but the second round was won by the team that had the best score. The second round was won by the team that had the best score.",BLOOM,37
The sun set,"The sun set on the 2018-19 season for the University of Maine men’s basketball team on Saturday night.
The Black Bears fell to the University of Vermont 78-69 in the quarterfinals of the America East Conference Tournament at",Falcon-7B,574
In the garden,"In the garden of his home, he said that he'd seen someone else on his property, who in his mind was also the missing child.

When he found the video, he was amazed at Mr. Nettles' actions.",GPT-2,177
He tossed the,"He tossed the book in the trash.
I don't know what to do.
I don't know what to do.
I don't know what to do.
I don't know what to do.
I don't know what to do.
I don't know what to do",BLOOM,138
The engine roared,"The engine roared and the train rattled away from the station. The sun was still well
up, but the day was already brightening.

John, watching the sun disappear beyond the horizon, remembered that he had set the clock to
strike",GPT-Neo,412
The snow crunched,"The snow crunched beneath my feet under the weight of every person standing quietly in the middle of the street, staring up at me like they couldn’t believe what was happening on their very doorstep.

I was walking toward them,",GPT-Neo,555
The snow melted,"The snow melted and the sun came out.
The snow melted and the sun came out.
The snow melted and the sun came out.
The snow melted and the sun came out.
The snow melted and the sun came out.",Falcon-7B,557
With trembling hands,"With trembling hands, she ran her eyes as she saw the sun set above them. She wanted to reach for the bottle of wine she had just consumed, but she was too worried to try. He had seen how the rest of the group, including",GPT-2,668
In the park,"In the park to be seen by the children, you should see some of the younger children:

This is where it would be in the park. The park has two playgrounds to choose from in between the main two. The park has two",GPT-2,196
The flower bloomed,"The flower bloomed in the spring,
The flower bloomed in the summer,
The flower bloomed in the fall,
The flower bloomed in the winter,
The flower bloomed in the spring,
The flower bloomed in",Falcon-7B,430
