xi,xj,LLM_model,prompt_id
As they drove,sun setting sky pink sun setting sky pink sun setting sky pink,Falcon-7B,35
The sword gleamed,light man did look man eyes hope reached sack filled canvas sack brought appeared arm,GPT-Neo,577
The cat purred,cat cat cat cat cat cat cat cat,BLOOM,359
With a flourish,hand man chief band chief band midst crowd crowd,BLOOM,634
The dog barked,moment started barking come attention do barked left told did,GPT-2,397
"Gently, he pushed",wall going hurt said going ask question going,OPT,89
With a shrug,man coat said ’m ’m doctor ’re doctor said ’m doctor said,Falcon-7B,647
As they analyzed,data study participants decided allocate time topics topics decided participants following order importance topic attention top topic creativity,GPT-Neo,23
The keys played,pause pause sequence keystrokes played pause sequence introduced replaced pause,GPT-2,459
The leaves fluttered,opened mouth let sun fill lungs fill body breeze ruffled fur loved jumped air spun tail,GPT-Neo,469
With applause,cheers school year kicked convocation held,Falcon-7B,664
She stood up,hero think hero standing man trying rape think hero standing man,OPT,274
The camera zoomed,front stopped looked need whispered camera hand slid camera camera arm gripped,GPT-2,344
With a beep,door opened man entered wearing jacket hat wearing hat wearing jacket hat wearing jacket,BLOOM,620
He searched for,way get situation trying find way get situation trying find way get situation trying find way,OPT,130
The meal came,meal celebration love support given giving need started film making,GPT-2,484
"Quietly, he crept",room man words had lot say man words had lot say man,Falcon-7B,216
"Gently, he pushed",wall going hurt said going ask question going,OPT,89
The waterfall roared,ground sky glistened snow water sort waterfall were snowballs covered debris,GPT-2,601
The rain fell,sheets wind blew gusts temperature dropped degrees stop people turned Walk,Falcon-7B,531
The treasure revealed,trailer coming PC PS4 game,OPT,591
In the distance,see sky looks journey journey seems remember sister used go cinema,GPT-Neo,169
"Carefully, she planted",hand shoulder see face feeling way leaned looked moment letting sigh,GPT-2,87
As day began,break saw sign dawn morning walk property lights branches trees lit rays sun sitting,GPT-Neo,5
The city slept,,Falcon-7B,368
The art emerged,year boy killed terror attacks led death car park belonged attackers stabbed killed bystander,GPT-2,310
In the silence,hear son voice sincerity kind confidence motivated said know,GPT-2,203
The kite dipped,sky water sky water wait get classroom time put kids sleep,GPT-Neo,461
The chalk dust,flying classroom flying classroom flying classroom flying classroom flying classroom,Falcon-7B,361
The train departed,car walked car packed capacity stand lean wall door left arm hanging side hand pressed,GPT-Neo,587
With a snap,fingers season season season season,Falcon-7B,650
The fish bit,hook hook bit hook hook bit hook hook bit hook hook bit fish,Falcon-7B,426
With a gasp,girl turned court judge way way path led street school staying walked,GPT-2,637
The music soared,crescendo audience filled energy band band joy watch audience see band perform band,BLOOM,498
The curtains fluttered,breeze sun set horizon sky blue clouds pink moon yellow stars twinkling air,Falcon-7B,390
"Quietly, she crept",room looked clock house kitchen time,BLOOM,224
"Gently, she touched",tip tongue head cock groaned hands tightening head licked head took mouth,Falcon-7B,102
The dog wagged,tail left kitchen got chance see white month visited apartment lawn walking carrying,GPT-Neo,400
As they climbed,hill seemed knew distance bank water village road leads end country,GPT-2,30
The orchestra swelled,sound orchestra sound orchestra sound orchestra sound orchestra,OPT,505
As they danced,side room man yelled Help son bitch men threw floor men hit body lay back,GPT-2,33
He reached for,door get door slammed shut moment heard sound door locked smile crept face,GPT-Neo,123
The kite soared,clouds wind blowing kite flying clouds wind blowing kite flying clouds wind,OPT,463
As they talked,noticed faces want tell happened wait respond way work today,GPT-Neo,60
"Silently, she crept",room went saw door locked opened looking round saw door locked turned looked,BLOOM,281
He looked up,sky saw cloud stars saw cloud stars saw cloud stars saw cloud stars,BLOOM,118
The fire dwindled,embers smoke drifted embers smoke drifted embers smoke drifted,Falcon-7B,421
As they listened,music students asked write thoughts music like music said student like music,Falcon-7B,46
The phone rang,calling inform owe ’ve,Falcon-7B,515
The door slammed,shut room bed desk chair window room door room door,Falcon-7B,405
With a smile,hug kiss help times share joys help celebrate successes,Falcon-7B,649
As they exercised,right vote election learn votes counted fact election election votes cast,Falcon-7B,39
The book fell,page had picture man woman man holding baby woman holding baby caption read time held baby cried,Falcon-7B,332
The fire crackled,crackled crackled crackled crackled crackled,OPT,418
The storm brewed,hour time couple people died ones reported seen storm couple saw says saw,GPT-2,568
She closed her,eyes opened mouth joking works joking seen happen,OPT,237
"Quietly, she moved",writing novels based experiences novels inspired events scandal wrote essay,GPT-2,227
The crowd gathered,corner streets afternoon mix straight corner streets,Falcon-7B,383
The fish bit,fish fish bit fish fish fish bit fish fish fish bit fish fish fish bit,BLOOM,426
With a leap,faith life begins leap faith took year woman leave home,Falcon-7B,643
The rain pattered,roof car drove highway sun setting sky shade pink way meet friend dinner see,Falcon-7B,532
The snow melted,melted point parts ground ground froze According news agency took week surface area ground state water supply,GPT-2,557
In the lobby,men come support message said woman asking woman asking,GPT-2,186
The grass rustled,elbow stepped couch door swung man stood guard life shot fired man dozen,GPT-2,443
As time passed,number people game poker increased game poker game skill luck game played deck cards game poker,Falcon-7B,67
"Gently, he stroked",scar man middle night took life instant live,GPT-Neo,90
"Gently, he touched",girl face said needs rescued said girl help,BLOOM,92
The balloon floated,metres air others tried make contact stuck started believe dream thinking go festival,GPT-2,319
With a frown,man said ’re trouble ’re trouble man said ’re ’s,BLOOM,635
He planted the,seed year year number votes growing member MPs called,GPT-2,121
The car stopped,corner road driver stopped police driver taken hospital pronounced police said driver resident village,BLOOM,355
The car swerved,driver hit car driver taken hospital driver taken hospital driver taken hospital driver taken hospital driver taken,BLOOM,356
The fire sparked,incident hotel guest room staying nights interview incident said dunk planned,GPT-2,424
She discovered the,incident said hoax hours start college degree student standing home found body living room home went investigate reported,GPT-2,241
The engine roared,life aircraft filled mix fuel tanks crashed crash saw air air missiles collide killing sailors,GPT-2,412
She looked down,floor eyes mouth said mean say one has do,Falcon-7B,250
With a laugh,thought get woman attention year years time got daughters sons grandchildren date wife,GPT-2,642
The waves crashed,trees trees fell trees covered blood blood see blood blood see blood blood,BLOOM,603
The timer stopped,held breath saw person come looked shoulder smiling held nose face said lines finished,GPT-2,582
The grass swayed,wind wind swayed grass wind wind swayed grass wind wind,BLOOM,444
"Gently, she rocked",hair looked show face show face show face,BLOOM,99
"Quietly, he entered",door heard clang woman rushed door overwhelmed noise realised side stood man bed,GPT-2,217
With a laugh,said know n’t know said know know do,BLOOM,642
The rooster crowed,swallow lion carried side length man crow cradle looked eagle flew center,GPT-2,542
With applause,added came politics trying build economy one rigged economy got,GPT-2,664
The smoke cleared,man ran building arrested murder told cops have weapons officers let go released,GPT-2,552
The water rippled,cascades sand swept life people stared wind thing water see hidden shifting,GPT-Neo,599
In the laboratory,results experiments compared results experiments field results experiments field compared results experiments laboratory results experiments field,BLOOM,182
With a breath,air season show season kicks show season,OPT,622
The idea formed,head walking gym thinking going get butt gear start running thinking going get butt gear start,Falcon-7B,453
"Quietly, she sang",song people song people song people song people song people song,OPT,228
As they argued,men middle argument woman pulled gun shot man chest man taken hospital condition expected survive,OPT,24
He looked down,book thing beauty belonged heroes gods hunk papery paper,GPT-Neo,117
With a shrug,man coat said ’m ’m doctor ’re doctor said ’m doctor said,Falcon-7B,647
As morning broke,protesters walking police escorted square email sent protesters police said involved rioting charged assembly,GPT-Neo,11
In the classroom,students expected use computer solve problems computer used solve problems classroom computer used solve problems classroom computer used solve problems classroom,BLOOM,159
As they encored,show said going do episode show guessing episode show hope,OPT,37
"Gently, he pushed",bed going hurt sweetheart going make love nodded eyes lips parted kissed,Falcon-7B,89
Under the stars,stars stars stars stars stars stars stars stars stars stars stars stars stars stars stars,BLOOM,618
With a leap,performance months display event presenting laptop promises transform consider gaming laptop one,GPT-Neo,643
The timer stopped,door opened man standing hallway woman standing hallway woman woman man man woman,BLOOM,582
With a sigh,rubbed hands settled have stop get show done bribery,GPT-Neo,648
The crust stretched,rubber band think cheese,OPT,386
With a sigh,relief looked boat see see see,BLOOM,648
The test passed,bug bug getting lot argument supplied,Falcon-7B,580
With a shrug,say said going going go way deal,GPT-2,647
The flowers bloomed,spring birds sang summer children hearts songs summer picnic children went schoolroom autumn came,GPT-Neo,433
The orchestra swelled,emotion moved hands pulling orchestra voice brought emotions waist doing orchestra voice drifted,GPT-2,505
"Carefully, she placed",hand guys way control flow conversation care wreck,GPT-2,86
The crowd cheered,Thank signing gasped trying regain composure Thank hugged said,GPT-2,382
The fire blazed,kitchen fire burning kitchen fire burning kitchen fire burning kitchen fire burning kitchen fire,BLOOM,417
As they tested,effect types drugs levels neurotransmitters brain found benzodiazepines antipsychotics anticonvulsants,BLOOM,62
In the closet,think man,OPT,160
"Gently, she massaged",thigh sighed tension disappeared have tell loved doing knew did had way turning,GPT-Neo,95
The train departed,station arrived station station arrived station,OPT,587
In the closet,think man,OPT,160
The tree swayed,wind blew wind blew tree swayed wind blew tree swayed wind blew tree swayed wind blew,BLOOM,592
The day passed,blur have time eat have time think have time,Falcon-7B,393
In the corridor,group students taught author group taught author author investigator author investigator author,BLOOM,163
As they argued,fairness system matter system system parties parties,BLOOM,24
As they ran,money had sell rights game party thought going sell rights game party did did,OPT,52
In the safari,middle lake want find way catch take way top lake bottom lake caught bait,GPT-2,199
With a laugh,turned asked have do told walked window turned faced said have do,GPT-Neo,642
The door opened,man entered dressed suit face man had figure,BLOOM,404
Yesterday I went,see brother loss put words suffering years cusp,GPT-Neo,670
The rain poured,field sun shining beat 49ers game,Falcon-7B,533
The crowd cheered,said racist,OPT,382
"Quietly, she crept",room girl voice girl voice girl voice,Falcon-7B,224
The future neared,future,Falcon-7B,436
The canvas came,life hand stood garden world felt moment thought lost mind,GPT-Neo,351
She reached for,door opened kitchen door locked looked kitchen saw kitchen looked kitchen saw kitchen looked,BLOOM,260
He stood up,asked see response go see going see person,GPT-2,134
The door opened,man entered dressed suit face man had figure,BLOOM,404
With a crescendo,violence seized control city series victories insurgents seek take control country,OPT,632
The sun set,day year day year day year day year day year,OPT,574
The door creaked,door closed door closed door closed door closed,OPT,403
"Slowly, he typed",following message touch department yesterday going meeting date,GPT-2,293
He researched the,topic year half wrote book book called End says,Falcon-7B,127
"Slowly, he stirred",said did say got wanted said says,GPT-Neo,291
As they ran,campaign start year campaign gone lot development terms campaign take platform get people talking support,GPT-2,52
The deer froze,woods men men journey dogs journey men journey,BLOOM,395
The sun rose,wind blew sun shining wind blowing sun shining wind blowing sun shining wind blowing sun shining wind blowing,BLOOM,573
The stone revealed,stone lie stone lie,OPT,567
As they farmed,time men attacked group men beat sticks stones men attacked group men beat sticks stones,OPT,41
The light flickered,dark light shining dark light deal dark light deal dark light,BLOOM,475
With a chisel,cut top top top top top top top top top top top top top top,BLOOM,626
The candle glowed,darkness candle gift gods candle gift gods candle gift gods candle gift gods,OPT,348
The ice melted,ice broken pieces ice placed bowl mixed water mixture poured bowl mixed water mixture,BLOOM,452
She encrypted the,text messages make shared found list things passed authorities girl went school assaulted roof,GPT-2,242
The makeup transformed,life look looking sky lightbulb showed looking attacked dogs smiled shaking head grin think,GPT-2,482
The flower bloomed,blossomed way tip toes end nose lift foot scratch have cover had,GPT-Neo,430
"Gently, she lifted",head days daughter had babies day house think day,GPT-2,94
"Quietly, he moved",side bed sat reached touched shoulder sweetheart turned head looked,Falcon-7B,220
He donned the,mask man fire survivor mask man fire survivor mask man,Falcon-7B,111
The fire dwindled,fire extinguished fire extinguished fire extinguished fire extinguished fire extinguished fire extinguished,BLOOM,421
He walked towards,door turned walked door door turned walked door door turned,OPT,143
He stepped forward,looked people said got shut thing police scene fired bullets men,GPT-2,133
"Carefully, he poured",water vessel force drew vessel poured vessel water vessel filled water,BLOOM,77
She looked away,eyes filling tears,Falcon-7B,248
With a cheer,crowd erupted applause student named announced winner university,OPT,624
"Carefully, she placed",glass table turned face talking know talking know,Falcon-7B,86
She turned around,looked mean used people talking mean,Falcon-7B,275
The glasses toasted,face turned head eyes met lifted hand said told mother name truth trail lead,GPT-Neo,440
The curtains fluttered,breeze sun shining air sky sun shining sun shining sun shining,OPT,390
The wine breathed,cat wine gods thing thing,OPT,612
He stepped back,let guy get kill think trying get kill guy,OPT,132
As they drove,city saw crowd people number people number people number,BLOOM,35
"Slowly, he kneaded",hand front pants inside thigh pulling sweat pants boxers knees hands legs waistband pulling,GPT-Neo,287
The seed sprouted,seed sprouts spread husband went see friend saw combination part girl one,GPT-2,547
The door closed,place whispered name room going call name make things,GPT-2,402
He picked up,glass say realize words mouth choked put fingers fist try stop flow choked happened,GPT-Neo,120
"Carefully, she lifted",head looked mean scare asking,OPT,84
The rain ceased,water stream splashed grass valley sun shone banks gulls wheeled air cries sought,GPT-Neo,528
He lifted the,lid box peered do show took box set table,Falcon-7B,113
With a smile,said ’re ’re ’re ’re ’re,BLOOM,649
With a gasp,wind back car girls took couple steps pulled shirt head pointed looked sunbeams paused,GPT-2,637
The bell rang,emerged back courtroom saw robed judge head shaved face mask gave nod smiled approached did,GPT-Neo,323
"Carefully, he aimed",head think aiming chest,OPT,72
With a laugh,pounder said trying get day day part,Falcon-7B,642
With a poof,curtain members public took place stage grey day audience including journalists looked speaker front row,GPT-Neo,646
With a gasp,realized reading comments article,OPT,637
"Carefully, he lifted",hands sides bed seen men do lifted foot dropped turned said,GPT-Neo,74
He reached out,asked wanted go concert said said hour,OPT,124
The light flickered,went say,OPT,475
The test passed,meaning app know app using simulator click button using,GPT-Neo,580
The fire crackled,sizzled front knew camp flames raced slope spreading column fire stretched distance took,GPT-Neo,418
The door slammed,shut man doorway slumped end couch looked victim saw looking hands flew forehead hoping catch,GPT-2,405
The lunch crowd,downtown mix business people students tourist downtown,Falcon-7B,480
The leaves drifted,tree scene sun shining trees glowing rays sun air air,BLOOM,467
In the basement,church middle night go sleep heard bang thud looked saw man standing gun,OPT,152
The car honked,engine whirred went man approached shouted Carry come was space left conversation man pulled,GPT-2,352
As they brainstormed,idea game realized had make game,OPT,26
She held her,head men village came greet walked queen head adorned crown flowers valley petals curling,GPT-Neo,247
As they invented,printed gun come printed gun assembled minutes printed gun called L,Falcon-7B,44
"Slowly, she breathed",air wind direction wind knew blowing direction,BLOOM,295
In the attic,house middle night heard noise looked saw man standing middle attic wearing hoodie pants looking,OPT,148
With a sigh,relief sat file lap looked columns see made want take look were columns numbers letters number,GPT-Neo,648
In the library,data list appear list implement given instance library has fields format string,GPT-2,184
The camera clicked,person think person,OPT,341
The victory secured,club league title season club history club league title season club,OPT,596
She stirred the,pot soup turned face talking know talking know,Falcon-7B,273
The flavors melded,like flavor mint going try fan mint love flavor,OPT,429
"Gently, he stroked",asked mind time had food stomach agreed felt hunger strike hunger strike gave hand shake head,GPT-2,90
With a nod,wife father find peace passed remained city keeping life city living taken order support children war,GPT-2,644
The kite soared,clouds wind blowing kite flying clouds wind blowing kite flying clouds wind,OPT,463
With a frown,man sat bolt looked left standing end corridor men clad robes man asked,GPT-Neo,635
"Quietly, she crept",room door knocked feet set fire turned night watch meet intruder opening fire,GPT-2,224
With a laugh,man said going politician going politician going politician man figure,OPT,642
The moon rose,hours half flight reach moon surface moments passed made way,GPT-2,490
As they laughed,boy smiled began cry tell name said cry congratulate said,GPT-Neo,45
The fire blazed,sizzled flared said man raised,GPT-Neo,417
"Quietly, he whispered",phone going put arrived work office known showed office,GPT-Neo,223
The evidence pointed,person ’s combination evil has lot learn side meek makes stop game,GPT-Neo,414
The dust settled,surface surface surface surface surface surface surface surface surface surface surface surface surface surface surface,BLOOM,409
The door closed,want sugar wearing shoes dress go,GPT-Neo,402
In the forest,trees trees trees trees trees trees trees trees,BLOOM,173
With a bullseye,bullseye bullseye bullseye bullseye bullseye bullseye bullseye bullseye bullseye,BLOOM,623
The path wound,part wound healing process part wound healing process part wound healing process part wound healing process,BLOOM,510
In the greenhouse,sun source,OPT,178
The stone revealed,wall waiting time happen find tunnel heard talking office,GPT-Neo,567
He conducted the,orchestra time conducted orchestra number concerts conducted orchestra number concerts including concert conducted orchestra,Falcon-7B,107
"Slowly, he descended",hand gripped head pressing hand face hand shivered rest body shuddered sensation overwhelmed mind world,GPT-2,285
The clock struck,a.m. hotel suite staying minutes fall tail end trips,GPT-Neo,371
The grass grew,garden grass grew garden garden grass grew garden garden grass grew garden,BLOOM,442
The wind blew,rain fell sheets sky clouds rain fell sheets sky clouds rain fell,Falcon-7B,608
He reached for,pen drawn water wrote taken pieces wood went ask take,GPT-2,123
With a sigh,put phone trying get hold friend week ’d left messages sent texts called husband,Falcon-7B,648
The arrow flew,water boat swimming wind blowing direction boat sinking captain get boat shore,BLOOM,309
The map unfolded,front studying hours find path ’m lost said lost said woman,Falcon-7B,483
The colors blended,texture texture texture texture texture texture texture,BLOOM,376
The grass grew,animals came went rain fell do wait truth need wait time world caught humanity have,GPT-Neo,442
As night deepened,night fought heard shouting time need wait decided check surroundings turn walk,GPT-2,14
Slowly but surely,trying find excuse fight go gym understand are answers 's way fighting fighting,GPT-2,283
The flower bloomed,day month sun shone night stars gleamed air birds sang villagers went work,GPT-Neo,430
In the basement,church middle night go sleep heard bang thud looked saw man standing gun,OPT,152
The art emerged,1960s 1970s midst rights movement movement response rights movement,Falcon-7B,310
As they deciphered,data found data hypothesis data hypothesis data hypothesis data hypothesis data,BLOOM,34
"Gently, she planted",hand arm kissed see smile see smile see smile see smile,BLOOM,97
The alarm blared,a.m. rolled hit snooze button rolled hit snooze button rolled time hit snooze button,Falcon-7B,306
In the competition,No . spot rankings anticipated drivers sport names receiving lot attention,GPT-Neo,161
The moon rose,sunlight moon began move wind moon became moon moved broke half moon broke Earth,GPT-2,490
The flower wilted,died think bit flower leaves leaves flower flower,OPT,432
In the garden,are plants covered seeds pot water light flashlight face comes form circle seeds feet have,GPT-2,177
She danced to,drumbeat keeping rhythm pace hours heart racing excitement faced crowd people see kept eyes trained,GPT-Neo,239
As they climbed,stairs sound music grew like said party said ',Falcon-7B,30
The song peaked,song certified platinum gold song,OPT,560
The leaves fell,world ending autumn wind blowing existence asked afternoon,GPT-Neo,468
In the cafeteria,school was guy sit table talk talk talking,OPT,155
As they listened,music students asked write thoughts music like music said student like music,Falcon-7B,46
The smoke drifted,water beach heat gone sun came looked house street minute walked courtyard,GPT-Neo,553
The cat meowed,got said talking asked cat cat used have think,GPT-Neo,358
As they baked,cookies think use flour baker cook,Falcon-7B,25
He cast the,spell curse man servant man strength man wisdom man courage man strength,BLOOM,105
The future neared,men taken island found taken hospital doctor told shot,BLOOM,436
The crowd cheered,Dancing Stars winner announced Dancing Stars winner announced Dancing Stars winner,Falcon-7B,382
"Slowly, she opened",eyes marble woman standing wall face had hair eyes color,GPT-2,297
The whiteboard filled,diagrams plans ones drawn head time meeting started lost idea opening school letting students come,GPT-Neo,606
In the forest,saw man riding horse man glasses wearing sweater pants tights hat collarbone clasped man face expression,GPT-2,173
"Gently, she touched",skin face said ’re trouble ’re trouble said ’re,BLOOM,102
As they invented,idea self driving cars years innovations enabled develop drive supercars do,GPT-2,44
She turned away,looked man standing doorway man wearing jacket hat wearing hat wearing jacket,BLOOM,276
With a shrug,gave introduction program think learn lot guess said leaning looking side computer screen,GPT-2,647
The flavors melded,flavor flavor flavored using base make things family created base flavor allow flavor,GPT-2,429
The curtains fluttered,fell make gaps ran room table covered maps,GPT-Neo,390
"Quietly, she moved",back room began read book reading book history reading voice reading,OPT,227
As night deepened,tramped streets lights city lights illuminated saw went darkness,GPT-Neo,14
"Gently, she placed",hand chest saying saying,OPT,96
The waterfall roared,water dragon rushing cliff waterfall water water dragon rushing cliff waterfall,Falcon-7B,601
The chapter ended,bang story section contains spoilers week development time release week say game release,GPT-2,362
She admired the,way keep eyes mouth shut listener have teacher,BLOOM,233
"Slowly, he turned",head look mean make feel offended offended,OPT,292
With trembling hands,man shirt tie stood camera ’m said ’m man,OPT,668
In the vault,is room door leads room door leads room door leads room door leads room door,OPT,211
The code compiled,compiler include include include include include errno,BLOOM,374
The makeup transformed,face woman woman woman woman woman woman woman,BLOOM,482
He decided to,go hospital having trouble breathing understand having trouble breathing understand having trouble breathing,OPT,109
As they talked,sun rose sky heat day began build air sound call bird going have go,Falcon-7B,60
As they brainstormed,possibilities realized way do use combination use combination use combination,BLOOM,26
The butterfly landed,flower capture image capture image butterfly landing flower capture image butterfly landing flower,Falcon-7B,340
"Gently, she lifted",head smile turned head let kiss corner mouth understand think woman love laughed stro,GPT-Neo,94
She turned around,looked man standing doorway man wearing jacket hat wearing hat wearing jacket,BLOOM,275
"Slowly, he poured",glass water began working head waiting moment said making progress,GPT-2,290
The colors blended,had take picture name flower love color love way sun shines leaves,Falcon-7B,376
The moment captured,imagination watching friend die driven despair create machine eliminate disease world world has machine called warfare device has,GPT-Neo,487
With great effort,managed get hands copy book author book called,Falcon-7B,667
"Gently, he stroked",hair sweetheart lifted head looked ',Falcon-7B,90
The ice cracked,thunderstorm struck region giving tip world ice scientists said Scientists estimated ice extent kilometers miles,GPT-2,449
In the basement,home works novel series bestsellers novel begins photo child beach ’s sentence,GPT-Neo,152
"Quietly, he practiced",idea living society norms connected way make loser made effort find sense love,GPT-2,221
The bell chimed,crowd students faculty erupted cheers students faculty gathered auditorium celebrate graduation class school,OPT,321
The ice melted,snow melted sun came birds started singing ’m birds singing ’m ’s ’m,Falcon-7B,452
With a heavy,heart hear loss husband loss family loss friends loss friends,BLOOM,641
The flower wilted,fell spider climbed picked way hole came light turned spider looked had spines,GPT-Neo,432
As they ran,mile had stop point side people pass carrying load potatoes passed woman said neighbor,GPT-Neo,52
She stirred the,wine wine stirred wine wine wine wine wine wine,BLOOM,273
With a click,button order food restaurants button order food restaurants food delivery service way order,Falcon-7B,629
She shaped the,world fashion beauty magazine editor chief taking world film year editor signed produce documentary,Falcon-7B,266
As they waited,result students asked write thoughts topic students asked write thoughts topic students asked write thoughts topic students,BLOOM,64
As night fell,26th device found home years killed parents got car family arrived took boys custody,GPT-2,15
He conducted the,phase study included total patients phase included total patients phase included total patients phase included total patients phase,BLOOM,107
Looking up at,time was word describe sound father end interview give interview see hair get mess Sorry,GPT-2,214
With a laugh,couple weeks enjoying day worries have say order food go bed case birthday,GPT-2,642
She waited for,months results think found told feel heart beating see,GPT-Neo,277
"Quietly, he whispered",mean scare said voice whisper,Falcon-7B,223
The wind howled,rain poured rain see wind howling rain pouring rain,OPT,610
The lines flowed,office receptionist curtain dressed hat kind toothed cap man picture went tell got,GPT-2,478
In the cellar,monastery priest preparing rites millennium priest says see sky stars,GPT-Neo,158
The door creaked,come looked hall one Let going ignored question thinking,GPT-Neo,403
He stepped forward,eyes ground mean scare wanted talk said voice shaking,Falcon-7B,133
With a sprinkle,salt talking kind salt found supermarket pick granules pour measuring cup ’s,GPT-Neo,655
As they tasted,bit surprise ones tried had try ones tried,BLOOM,61
As night approached,forced retreat town return camp mouth river party attacked daybreak body enemy came hills,GPT-Neo,13
As they performed,experiments authors fact patients treated combination drugs authors fact patients treated combination drugs,BLOOM,49
With a chuckle,woman walked let others get position woman glanced rabbit face plump heard got lot money,GPT-2,628
In the bedroom,one put lot effort keep weight bed couple hours take,GPT-2,153
The bird chirped,see seen years closed book time saw years,GPT-Neo,325
The future neared,began air battle raged battles soldiers comrades stood fire weapons became column,GPT-2,436
She sang the,song film song hit lead singer band band hit lead singer band,BLOOM,262
As they analyzed,data found number patients history diabetes group history diabetes group history diabetes number patients history hypertension,BLOOM,23
The clock struck,ball dropped comes year resolutions resolutions lose weight exercise eat healthier,Falcon-7B,371
The smoke rose,building hand side were people tried take pictures family business turned way,GPT-2,554
The waves crashed,shore water shore water shore water shore,OPT,603
The flower bloomed,cloud city followed glow cloud distance flower fell star glow filling night sky,GPT-2,430
The plot thickened,,OPT,520
The swing creaked,road hour found wife I. getting north move car moving,GPT-2,576
The story unfolded,hours morning man found car middle road town man named,OPT,570
The pollen floated,surface water water covered layer pollen pollen removed water water pollen removed,BLOOM,521
With a snip,get couple things done get computer work get computer work get computer work,BLOOM,653
The lesson ended,trust woman says feminist feminist woman feminist man feminist,OPT,472
The sun peeked,clouds sky blue sun shining sky blue sun shining sky blue sun,OPT,572
She walked away,husband office day shooting says has doubt shooting cellphone intruder had gun pointed took advantage lull,GPT-2,278
In the recital,movement piece movement piece movement piece movement piece,OPT,198
The light flickered,,Falcon-7B,475
In the meadow,grass grass ’m thing thing ’m thing,Falcon-7B,189
With a yawn,days get looked girl put hands do,GPT-2,663
The smoke rose,fire extinguished fire extinguished smoke extinguished fire extinguished smoke extinguished fire extinguished smoke,BLOOM,554
"Quietly, he whispered",'s telling has key do business said have choice pay,GPT-Neo,223
In the greenhouse,temperature set humidity set % plants grown growth chamber h cycle temperature % humidity plants,BLOOM,178
With a leap,% adults age share rises time mid-1970s % report indicates mid-1980s day,GPT-2,643
Looking up at,sky see lot stars see lot stars see lot stars see lot stars see lot,OPT,214
As they escaped,city group attacked group bandits bandits dispatched managed wound party healer group continued way attacked,Falcon-7B,38
With a cough,cough cough cough speak fear voice body trembled,GPT-2,631
In the kitchen,kitchen place cook prepare meals kitchen place prepare meals prepare meals kitchen place prepare meals prepare meals kitchen place,BLOOM,181
The snow fell,middle night wind blew snow house middle night wind blew snow house middle,OPT,556
The flavors melded,texture make lasagna make lasagna,Falcon-7B,429
The treasure revealed,tomb world boy king gold mask coffin throne sarcophagus jewellery,Falcon-7B,591
"Gently, she touched",side head looked expressions looked bed start body,GPT-2,102
The car started,thought dying breathe dying breathe had get went bathroom looked saw,GPT-Neo,354
In the closet,found pair leather pants bought 80s forgotten tried fit had have bought,Falcon-7B,160
With a flourish,man middle room dressed suit shirt stood walked man back know,OPT,634
The piano echoed,distance sound wind heard distance wind blowing direction piano sound wind heard distance wind blowing direction,BLOOM,517
He stood up,believed figure body lying bottom mountain leader taking steps were people elected,GPT-2,134
The kite soared,carrying pounds sand debris ground wind swept pile sand sidewalk rippled ripples night breeze sand s,GPT-Neo,463
In the dressing,room talking friend going father talking going father girl talking going,OPT,171
In the museum,collection collection collection collection collection collection collection collection collection collection collection collection collection collection collection,BLOOM,192
The kite soared,master flew circle swam fell place reached bottom saw water man lay,GPT-2,463
As justice prevailed,world place justice served,OPT,10
With a sigh,looked calendar day spring going go park friend had headache working project,OPT,648
With a bow,arrow,OPT,621
He cracked the,door peeked were men standing wondered cousin found men looked waiting introduction foot,GPT-Neo,108
In the dressing,room stay shadows conceal fact joining squad given helmet stripe side match trousers shoulder straps,GPT-Neo,171
"Slowly, she breathed",trying get air lungs trying get air lungs trying get air lungs trying,OPT,295
The owl hooted,owl hooted owl hooted owl hooted owl hooted owl hooted owl hooted owl hooted,BLOOM,506
The sweat dripped,forehead trickled cheeks neck line body pooled waist pooled puddle heat make,GPT-Neo,575
The plane soared,horizon stars seen moving direction horizon stars seen moving direction horizon stars seen moving direction horizon,BLOOM,518
As they encored,band anthem concert night end weekend music,Falcon-7B,37
"Without hesitation, she",said going doctor kind doctor pediatrician pediatrician like kids mom,Falcon-7B,669
With a grunt,pulled shoulder doing asked voice muffled shirt taking bed exhausted ',Falcon-7B,640
As twilight fell,sun rose mountains sun setting sky sun setting sky sun setting sky,OPT,68
The vendor called,said had went store sold going buy hear,OPT,594
In the gallery,article relationship philosopher title article published,GPT-Neo,175
"Slowly, he breathed",stopped moment noticed hands pressed walls rate started move did noticed,GPT-2,284
The boat rocked,felt ground looked mother eyes followed mine felt sliding felt arms pull seat felt head shoulders whole,GPT-Neo,330
The fire crackled,popped fireplace smell burning wood filled room fire sight temperature digits snow falling wind blowing temperature,Falcon-7B,418
The clues led,agents damaged building middle night looked crack punched windows door building hung end,GPT-2,373
The old man,voice said whisper Listen son bitch heart 's going kill baby girl girl,GPT-2,504
The stream bubbled,clattered reaching top time stream struck clouds formed wind blew stream burst water rest summer,GPT-2,571
With a chorus,crowd shouted going get crowd shouted going get crowd shouted ’re,BLOOM,627
She stood up,stepped door looked railing watched rain trying tell things gone reason things weather,GPT-Neo,274
The wine breathed,sigh relief suddenness placed wine bowl drank mouth parting hand came mouth rub skin lips,GPT-2,612
